"","Year","Quarter","town","flat_type","median_rent"
"6254","2015","Q1","SENGKANG","5-RM",2300
"6255","2015","Q1","SENGKANG","EXEC",2500
"6256","2015","Q1","SERANGOON","1-RM",NA
"6257","2015","Q1","SERANGOON","2-RM",NA
"6258","2015","Q1","SERANGOON","3-RM",2050
"6259","2015","Q1","SERANGOON","4-RM",2400
"6260","2015","Q1","SERANGOON","5-RM",2500
"6261","2015","Q1","SERANGOON","EXEC",2800
"6262","2015","Q1","TAMPINES","1-RM",NA
"6263","2015","Q1","TAMPINES","2-RM",NA
"6264","2015","Q1","TAMPINES","3-RM",2000
"6265","2015","Q1","TAMPINES","4-RM",2300
"6266","2015","Q1","TAMPINES","5-RM",2500
"6267","2015","Q1","TAMPINES","EXEC",2700
"6268","2015","Q1","TOA PAYOH","1-RM",NA
"6269","2015","Q1","TOA PAYOH","2-RM",NA
"6270","2015","Q1","TOA PAYOH","3-RM",2000
"6271","2015","Q1","TOA PAYOH","4-RM",2600
"6272","2015","Q1","TOA PAYOH","5-RM",2850
"6273","2015","Q1","TOA PAYOH","EXEC",NA
"6274","2015","Q1","WOODLANDS","1-RM",NA
"6275","2015","Q1","WOODLANDS","2-RM",NA
"6276","2015","Q1","WOODLANDS","3-RM",1600
"6277","2015","Q1","WOODLANDS","4-RM",2000
"6278","2015","Q1","WOODLANDS","5-RM",2200
"6279","2015","Q1","WOODLANDS","EXEC",2400
"6280","2015","Q1","YISHUN","1-RM",NA
"6281","2015","Q1","YISHUN","2-RM",NA
"6282","2015","Q1","YISHUN","3-RM",1800
"6283","2015","Q1","YISHUN","4-RM",2100
"6284","2015","Q1","YISHUN","5-RM",2400
"6285","2015","Q1","YISHUN","EXEC",2500
"6286","2015","Q2","ANG MO KIO","1-RM",NA
"6287","2015","Q2","ANG MO KIO","2-RM",NA
"6288","2015","Q2","ANG MO KIO","3-RM",1900
"6289","2015","Q2","ANG MO KIO","4-RM",2400
"6290","2015","Q2","ANG MO KIO","5-RM",2700
"6291","2015","Q2","ANG MO KIO","EXEC",NA
"6292","2015","Q2","BEDOK","1-RM",NA
"6293","2015","Q2","BEDOK","2-RM",NA
"6294","2015","Q2","BEDOK","3-RM",1950
"6295","2015","Q2","BEDOK","4-RM",2300
"6296","2015","Q2","BEDOK","5-RM",2500
"6297","2015","Q2","BEDOK","EXEC",2700
"6298","2015","Q2","BISHAN","1-RM",NA
"6299","2015","Q2","BISHAN","2-RM",NA
"6300","2015","Q2","BISHAN","3-RM",2100
"6301","2015","Q2","BISHAN","4-RM",2500
"6302","2015","Q2","BISHAN","5-RM",2800
"6303","2015","Q2","BISHAN","EXEC",NA
"6304","2015","Q2","BUKIT BATOK","1-RM",NA
"6305","2015","Q2","BUKIT BATOK","2-RM",NA
"6306","2015","Q2","BUKIT BATOK","3-RM",1900
"6307","2015","Q2","BUKIT BATOK","4-RM",2300
"6308","2015","Q2","BUKIT BATOK","5-RM",2400
"6309","2015","Q2","BUKIT BATOK","EXEC",2550
"6310","2015","Q2","BUKIT MERAH","1-RM",NA
"6311","2015","Q2","BUKIT MERAH","2-RM",1600
"6312","2015","Q2","BUKIT MERAH","3-RM",2200
"6313","2015","Q2","BUKIT MERAH","4-RM",2850
"6314","2015","Q2","BUKIT MERAH","5-RM",3180
"6315","2015","Q2","BUKIT MERAH","EXEC",NA
"6316","2015","Q2","BUKIT PANJANG","1-RM",NA
"6317","2015","Q2","BUKIT PANJANG","2-RM",NA
"6318","2015","Q2","BUKIT PANJANG","3-RM",1700
"6319","2015","Q2","BUKIT PANJANG","4-RM",1850
"6320","2015","Q2","BUKIT PANJANG","5-RM",2000
"6321","2015","Q2","BUKIT PANJANG","EXEC",2300
"6322","2015","Q2","BUKIT TIMAH","1-RM",NA
"6323","2015","Q2","BUKIT TIMAH","2-RM",NA
"6324","2015","Q2","BUKIT TIMAH","3-RM",NA
"6325","2015","Q2","BUKIT TIMAH","4-RM",NA
"6326","2015","Q2","BUKIT TIMAH","5-RM",NA
"6327","2015","Q2","BUKIT TIMAH","EXEC",NA
"6328","2015","Q2","CENTRAL","1-RM",NA
"6329","2015","Q2","CENTRAL","2-RM",NA
"6330","2015","Q2","CENTRAL","3-RM",2300
"6331","2015","Q2","CENTRAL","4-RM",3000
"6332","2015","Q2","CENTRAL","5-RM",3500
"6333","2015","Q2","CENTRAL","EXEC",NA
"6334","2015","Q2","CHOA CHU KANG","1-RM",NA
"6335","2015","Q2","CHOA CHU KANG","2-RM",NA
"6336","2015","Q2","CHOA CHU KANG","3-RM",NA
"6337","2015","Q2","CHOA CHU KANG","4-RM",2080
"6338","2015","Q2","CHOA CHU KANG","5-RM",2200
"6339","2015","Q2","CHOA CHU KANG","EXEC",2350
"6340","2015","Q2","CLEMENTI","1-RM",NA
"6341","2015","Q2","CLEMENTI","2-RM",NA
"6342","2015","Q2","CLEMENTI","3-RM",2100
"6343","2015","Q2","CLEMENTI","4-RM",2600
"6344","2015","Q2","CLEMENTI","5-RM",2830
"6345","2015","Q2","CLEMENTI","EXEC",NA
"6346","2015","Q2","GEYLANG","1-RM",NA
"6347","2015","Q2","GEYLANG","2-RM",NA
"6348","2015","Q2","GEYLANG","3-RM",2000
"6349","2015","Q2","GEYLANG","4-RM",2500
"6350","2015","Q2","GEYLANG","5-RM",2750
"6351","2015","Q2","GEYLANG","EXEC",NA
"6352","2015","Q2","HOUGANG","1-RM",NA
"6353","2015","Q2","HOUGANG","2-RM",NA
"6354","2015","Q2","HOUGANG","3-RM",1800
"6355","2015","Q2","HOUGANG","4-RM",2200
"6356","2015","Q2","HOUGANG","5-RM",2400
"6357","2015","Q2","HOUGANG","EXEC",2700
"6358","2015","Q2","JURONG EAST","1-RM",NA
"6359","2015","Q2","JURONG EAST","2-RM",NA
"6360","2015","Q2","JURONG EAST","3-RM",2000
"6361","2015","Q2","JURONG EAST","4-RM",2450
"6362","2015","Q2","JURONG EAST","5-RM",2600
"6363","2015","Q2","JURONG EAST","EXEC",2800
"6364","2015","Q2","JURONG WEST","1-RM",NA
"6365","2015","Q2","JURONG WEST","2-RM",NA
"6366","2015","Q2","JURONG WEST","3-RM",1850
"6367","2015","Q2","JURONG WEST","4-RM",2400
"6368","2015","Q2","JURONG WEST","5-RM",2600
"6369","2015","Q2","JURONG WEST","EXEC",2700
"6370","2015","Q2","KALLANG/ WHAMPOA","1-RM",NA
"6371","2015","Q2","KALLANG/ WHAMPOA","2-RM",NA
"6372","2015","Q2","KALLANG/ WHAMPOA","3-RM",2100
"6373","2015","Q2","KALLANG/ WHAMPOA","4-RM",2700
"6374","2015","Q2","KALLANG/ WHAMPOA","5-RM",2850
"6375","2015","Q2","KALLANG/ WHAMPOA","EXEC",NA
"6376","2015","Q2","MARINE PARADE","1-RM",NA
"6377","2015","Q2","MARINE PARADE","2-RM",NA
"6378","2015","Q2","MARINE PARADE","3-RM",2100
"6379","2015","Q2","MARINE PARADE","4-RM",2400
"6380","2015","Q2","MARINE PARADE","5-RM",NA
"6381","2015","Q2","MARINE PARADE","EXEC",NA
"6382","2015","Q2","PASIR RIS","1-RM",NA
"6383","2015","Q2","PASIR RIS","2-RM",NA
"6384","2015","Q2","PASIR RIS","3-RM",NA
"6385","2015","Q2","PASIR RIS","4-RM",2200
"6386","2015","Q2","PASIR RIS","5-RM",2400
"6387","2015","Q2","PASIR RIS","EXEC",2600
"6388","2015","Q2","PUNGGOL","1-RM",NA
"6389","2015","Q2","PUNGGOL","2-RM",NA
"6390","2015","Q2","PUNGGOL","3-RM",NA
"6391","2015","Q2","PUNGGOL","4-RM",2100
"6392","2015","Q2","PUNGGOL","5-RM",2200
"6393","2015","Q2","PUNGGOL","EXEC",NA
"6394","2015","Q2","QUEENSTOWN","1-RM",NA
"6395","2015","Q2","QUEENSTOWN","2-RM",1600
"6396","2015","Q2","QUEENSTOWN","3-RM",2200
"6397","2015","Q2","QUEENSTOWN","4-RM",2980
"6398","2015","Q2","QUEENSTOWN","5-RM",3100
"6399","2015","Q2","QUEENSTOWN","EXEC",NA
"6400","2015","Q2","SEMBAWANG","1-RM",NA
"6401","2015","Q2","SEMBAWANG","2-RM",NA
"6402","2015","Q2","SEMBAWANG","3-RM",NA
"6403","2015","Q2","SEMBAWANG","4-RM",2000
"6404","2015","Q2","SEMBAWANG","5-RM",2200
"6405","2015","Q2","SEMBAWANG","EXEC",2200
"6406","2015","Q2","SENGKANG","1-RM",NA
"6407","2015","Q2","SENGKANG","2-RM",NA
"6408","2015","Q2","SENGKANG","3-RM",NA
"6409","2015","Q2","SENGKANG","4-RM",2200
"6410","2015","Q2","SENGKANG","5-RM",2250
"6411","2015","Q2","SENGKANG","EXEC",2400
"6412","2015","Q2","SERANGOON","1-RM",NA
"6413","2015","Q2","SERANGOON","2-RM",NA
"6414","2015","Q2","SERANGOON","3-RM",2000
"6415","2015","Q2","SERANGOON","4-RM",2420
"6416","2015","Q2","SERANGOON","5-RM",2600
"6417","2015","Q2","SERANGOON","EXEC",2900
"6418","2015","Q2","TAMPINES","1-RM",NA
"6419","2015","Q2","TAMPINES","2-RM",NA
"6420","2015","Q2","TAMPINES","3-RM",2000
"6421","2015","Q2","TAMPINES","4-RM",2350
"6422","2015","Q2","TAMPINES","5-RM",2500
"6423","2015","Q2","TAMPINES","EXEC",2700
"6424","2015","Q2","TOA PAYOH","1-RM",NA
"6425","2015","Q2","TOA PAYOH","2-RM",NA
"6426","2015","Q2","TOA PAYOH","3-RM",2000
"6427","2015","Q2","TOA PAYOH","4-RM",2550
"6428","2015","Q2","TOA PAYOH","5-RM",2800
"6429","2015","Q2","TOA PAYOH","EXEC",NA
"6430","2015","Q2","WOODLANDS","1-RM",NA
"6431","2015","Q2","WOODLANDS","2-RM",NA
"6432","2015","Q2","WOODLANDS","3-RM",1600
"6433","2015","Q2","WOODLANDS","4-RM",2000
"6434","2015","Q2","WOODLANDS","5-RM",2100
"6435","2015","Q2","WOODLANDS","EXEC",2450
"6436","2015","Q2","YISHUN","1-RM",NA
"6437","2015","Q2","YISHUN","2-RM",NA
"6438","2015","Q2","YISHUN","3-RM",1800
"6439","2015","Q2","YISHUN","4-RM",2100
"6440","2015","Q2","YISHUN","5-RM",2300
"6441","2015","Q2","YISHUN","EXEC",2500
"6442","2015","Q3","ANG MO KIO","1-RM",NA
"6443","2015","Q3","ANG MO KIO","2-RM",NA
"6444","2015","Q3","ANG MO KIO","3-RM",1900
"6445","2015","Q3","ANG MO KIO","4-RM",2400
"6446","2015","Q3","ANG MO KIO","5-RM",2700
"6447","2015","Q3","ANG MO KIO","EXEC",NA
"6448","2015","Q3","BEDOK","1-RM",NA
"6449","2015","Q3","BEDOK","2-RM",NA
"6450","2015","Q3","BEDOK","3-RM",1950
"6451","2015","Q3","BEDOK","4-RM",2300
"6452","2015","Q3","BEDOK","5-RM",2500
"6453","2015","Q3","BEDOK","EXEC",2700
"6454","2015","Q3","BISHAN","1-RM",NA
"6455","2015","Q3","BISHAN","2-RM",NA
"6456","2015","Q3","BISHAN","3-RM",2050
"6457","2015","Q3","BISHAN","4-RM",2500
"6458","2015","Q3","BISHAN","5-RM",2800
"6459","2015","Q3","BISHAN","EXEC",NA
"6460","2015","Q3","BUKIT BATOK","1-RM",NA
"6461","2015","Q3","BUKIT BATOK","2-RM",NA
"6462","2015","Q3","BUKIT BATOK","3-RM",1800
"6463","2015","Q3","BUKIT BATOK","4-RM",2250
"6464","2015","Q3","BUKIT BATOK","5-RM",2500
"6465","2015","Q3","BUKIT BATOK","EXEC",2600
"6466","2015","Q3","BUKIT MERAH","1-RM",NA
"6467","2015","Q3","BUKIT MERAH","2-RM",NA
"6468","2015","Q3","BUKIT MERAH","3-RM",2100
"6469","2015","Q3","BUKIT MERAH","4-RM",2800
"6470","2015","Q3","BUKIT MERAH","5-RM",3100
"6471","2015","Q3","BUKIT MERAH","EXEC",NA
"6472","2015","Q3","BUKIT PANJANG","1-RM",NA
"6473","2015","Q3","BUKIT PANJANG","2-RM",NA
"6474","2015","Q3","BUKIT PANJANG","3-RM",1600
"6475","2015","Q3","BUKIT PANJANG","4-RM",1850
"6476","2015","Q3","BUKIT PANJANG","5-RM",1900
"6477","2015","Q3","BUKIT PANJANG","EXEC",2200
"6478","2015","Q3","BUKIT TIMAH","1-RM",NA
"6479","2015","Q3","BUKIT TIMAH","2-RM",NA
"6480","2015","Q3","BUKIT TIMAH","3-RM",NA
"6481","2015","Q3","BUKIT TIMAH","4-RM",NA
"6482","2015","Q3","BUKIT TIMAH","5-RM",NA
"6483","2015","Q3","BUKIT TIMAH","EXEC",NA
"6484","2015","Q3","CENTRAL","1-RM",NA
"6485","2015","Q3","CENTRAL","2-RM",NA
"6486","2015","Q3","CENTRAL","3-RM",2300
"6487","2015","Q3","CENTRAL","4-RM",3100
"6488","2015","Q3","CENTRAL","5-RM",NA
"6489","2015","Q3","CENTRAL","EXEC",NA
"6490","2015","Q3","CHOA CHU KANG","1-RM",NA
"6491","2015","Q3","CHOA CHU KANG","2-RM",NA
"6492","2015","Q3","CHOA CHU KANG","3-RM",NA
"6493","2015","Q3","CHOA CHU KANG","4-RM",2000
"6494","2015","Q3","CHOA CHU KANG","5-RM",2150
"6495","2015","Q3","CHOA CHU KANG","EXEC",2400
"6496","2015","Q3","CLEMENTI","1-RM",NA
"6497","2015","Q3","CLEMENTI","2-RM",NA
"6498","2015","Q3","CLEMENTI","3-RM",2100
"6499","2015","Q3","CLEMENTI","4-RM",2700
"6500","2015","Q3","CLEMENTI","5-RM",2800
"6501","2015","Q3","CLEMENTI","EXEC",NA
"6502","2015","Q3","GEYLANG","1-RM",NA
"6503","2015","Q3","GEYLANG","2-RM",NA
"6504","2015","Q3","GEYLANG","3-RM",2000
"6505","2015","Q3","GEYLANG","4-RM",2500
"6506","2015","Q3","GEYLANG","5-RM",2800
"6507","2015","Q3","GEYLANG","EXEC",NA
"6508","2015","Q3","HOUGANG","1-RM",NA
"6509","2015","Q3","HOUGANG","2-RM",NA
"6510","2015","Q3","HOUGANG","3-RM",1850
"6511","2015","Q3","HOUGANG","4-RM",2200
"6512","2015","Q3","HOUGANG","5-RM",2400
"6513","2015","Q3","HOUGANG","EXEC",2600
"6514","2015","Q3","JURONG EAST","1-RM",NA
"6515","2015","Q3","JURONG EAST","2-RM",NA
"6516","2015","Q3","JURONG EAST","3-RM",2000
"6517","2015","Q3","JURONG EAST","4-RM",2500
"6518","2015","Q3","JURONG EAST","5-RM",2550
"6519","2015","Q3","JURONG EAST","EXEC",2850
"6520","2015","Q3","JURONG WEST","1-RM",NA
"6521","2015","Q3","JURONG WEST","2-RM",NA
"6522","2015","Q3","JURONG WEST","3-RM",1800
"6523","2015","Q3","JURONG WEST","4-RM",2400
"6524","2015","Q3","JURONG WEST","5-RM",2500
"6525","2015","Q3","JURONG WEST","EXEC",2750
"6526","2015","Q3","KALLANG/ WHAMPOA","1-RM",NA
"6527","2015","Q3","KALLANG/ WHAMPOA","2-RM",NA
"6528","2015","Q3","KALLANG/ WHAMPOA","3-RM",2050
"6529","2015","Q3","KALLANG/ WHAMPOA","4-RM",2600
"6530","2015","Q3","KALLANG/ WHAMPOA","5-RM",2900
"6531","2015","Q3","KALLANG/ WHAMPOA","EXEC",NA
"6532","2015","Q3","MARINE PARADE","1-RM",NA
"6533","2015","Q3","MARINE PARADE","2-RM",NA
"6534","2015","Q3","MARINE PARADE","3-RM",2150
"6535","2015","Q3","MARINE PARADE","4-RM",2400
"6536","2015","Q3","MARINE PARADE","5-RM",NA
"6537","2015","Q3","MARINE PARADE","EXEC",NA
"6538","2015","Q3","PASIR RIS","1-RM",NA
"6539","2015","Q3","PASIR RIS","2-RM",NA
"6540","2015","Q3","PASIR RIS","3-RM",NA
"6541","2015","Q3","PASIR RIS","4-RM",2200
"6542","2015","Q3","PASIR RIS","5-RM",2400
"6543","2015","Q3","PASIR RIS","EXEC",2600
"6544","2015","Q3","PUNGGOL","1-RM",NA
"6545","2015","Q3","PUNGGOL","2-RM",NA
"6546","2015","Q3","PUNGGOL","3-RM",NA
"6547","2015","Q3","PUNGGOL","4-RM",2000
"6548","2015","Q3","PUNGGOL","5-RM",2200
"6549","2015","Q3","PUNGGOL","EXEC",NA
"6550","2015","Q3","QUEENSTOWN","1-RM",NA
"6551","2015","Q3","QUEENSTOWN","2-RM",1650
"6552","2015","Q3","QUEENSTOWN","3-RM",2200
"6553","2015","Q3","QUEENSTOWN","4-RM",2900
"6554","2015","Q3","QUEENSTOWN","5-RM",3200
"6555","2015","Q3","QUEENSTOWN","EXEC",NA
"6556","2015","Q3","SEMBAWANG","1-RM",NA
"6557","2015","Q3","SEMBAWANG","2-RM",NA
"6558","2015","Q3","SEMBAWANG","3-RM",NA
"6559","2015","Q3","SEMBAWANG","4-RM",2000
"6560","2015","Q3","SEMBAWANG","5-RM",2100
"6561","2015","Q3","SEMBAWANG","EXEC",2300
"6562","2015","Q3","SENGKANG","1-RM",NA
"6563","2015","Q3","SENGKANG","2-RM",NA
"6564","2015","Q3","SENGKANG","3-RM",NA
"6565","2015","Q3","SENGKANG","4-RM",2100
"6566","2015","Q3","SENGKANG","5-RM",2200
"6567","2015","Q3","SENGKANG","EXEC",2400
"6568","2015","Q3","SERANGOON","1-RM",NA
"6569","2015","Q3","SERANGOON","2-RM",NA
"6570","2015","Q3","SERANGOON","3-RM",2000
"6571","2015","Q3","SERANGOON","4-RM",2500
"6572","2015","Q3","SERANGOON","5-RM",2500
"6573","2015","Q3","SERANGOON","EXEC",NA
"6574","2015","Q3","TAMPINES","1-RM",NA
"6575","2015","Q3","TAMPINES","2-RM",NA
"6576","2015","Q3","TAMPINES","3-RM",2000
"6577","2015","Q3","TAMPINES","4-RM",2330
"6578","2015","Q3","TAMPINES","5-RM",2500
"6579","2015","Q3","TAMPINES","EXEC",2700
"6580","2015","Q3","TOA PAYOH","1-RM",NA
"6581","2015","Q3","TOA PAYOH","2-RM",NA
"6582","2015","Q3","TOA PAYOH","3-RM",2000
"6583","2015","Q3","TOA PAYOH","4-RM",2500
"6584","2015","Q3","TOA PAYOH","5-RM",2980
"6585","2015","Q3","TOA PAYOH","EXEC",NA
"6586","2015","Q3","WOODLANDS","1-RM",NA
"6587","2015","Q3","WOODLANDS","2-RM",NA
"6588","2015","Q3","WOODLANDS","3-RM",1600
"6589","2015","Q3","WOODLANDS","4-RM",2000
"6590","2015","Q3","WOODLANDS","5-RM",2100
"6591","2015","Q3","WOODLANDS","EXEC",2350
"6592","2015","Q3","YISHUN","1-RM",NA
"6593","2015","Q3","YISHUN","2-RM",NA
"6594","2015","Q3","YISHUN","3-RM",1750
"6595","2015","Q3","YISHUN","4-RM",2100
"6596","2015","Q3","YISHUN","5-RM",2300
"6597","2015","Q3","YISHUN","EXEC",2500
"6598","2015","Q4","ANG MO KIO","1-RM",NA
"6599","2015","Q4","ANG MO KIO","2-RM",NA
"6600","2015","Q4","ANG MO KIO","3-RM",1900
"6601","2015","Q4","ANG MO KIO","4-RM",2380
"6602","2015","Q4","ANG MO KIO","5-RM",2600
"6603","2015","Q4","ANG MO KIO","EXEC",NA
"6604","2015","Q4","BEDOK","1-RM",NA
"6605","2015","Q4","BEDOK","2-RM",NA
"6606","2015","Q4","BEDOK","3-RM",1900
"6607","2015","Q4","BEDOK","4-RM",2300
"6608","2015","Q4","BEDOK","5-RM",2550
"6609","2015","Q4","BEDOK","EXEC",2800
"6610","2015","Q4","BISHAN","1-RM",NA
"6611","2015","Q4","BISHAN","2-RM",NA
"6612","2015","Q4","BISHAN","3-RM",2000
"6613","2015","Q4","BISHAN","4-RM",2500
"6614","2015","Q4","BISHAN","5-RM",2750
"6615","2015","Q4","BISHAN","EXEC",NA
"6616","2015","Q4","BUKIT BATOK","1-RM",NA
"6617","2015","Q4","BUKIT BATOK","2-RM",NA
"6618","2015","Q4","BUKIT BATOK","3-RM",1800
"6619","2015","Q4","BUKIT BATOK","4-RM",2200
"6620","2015","Q4","BUKIT BATOK","5-RM",2400
"6621","2015","Q4","BUKIT BATOK","EXEC",2600
"6622","2015","Q4","BUKIT MERAH","1-RM",NA
"6623","2015","Q4","BUKIT MERAH","2-RM",NA
"6624","2015","Q4","BUKIT MERAH","3-RM",2100
"6625","2015","Q4","BUKIT MERAH","4-RM",2800
"6626","2015","Q4","BUKIT MERAH","5-RM",3100
"6627","2015","Q4","BUKIT MERAH","EXEC",NA
"6628","2015","Q4","BUKIT PANJANG","1-RM",NA
"6629","2015","Q4","BUKIT PANJANG","2-RM",NA
"6630","2015","Q4","BUKIT PANJANG","3-RM",1650
"6631","2015","Q4","BUKIT PANJANG","4-RM",1800
"6632","2015","Q4","BUKIT PANJANG","5-RM",2000
"6633","2015","Q4","BUKIT PANJANG","EXEC",2100
"6634","2015","Q4","BUKIT TIMAH","1-RM",NA
"6635","2015","Q4","BUKIT TIMAH","2-RM",NA
"6636","2015","Q4","BUKIT TIMAH","3-RM",NA
"6637","2015","Q4","BUKIT TIMAH","4-RM",NA
"6638","2015","Q4","BUKIT TIMAH","5-RM",NA
"6639","2015","Q4","BUKIT TIMAH","EXEC",NA
"6640","2015","Q4","CENTRAL","1-RM",NA
"6641","2015","Q4","CENTRAL","2-RM",NA
"6642","2015","Q4","CENTRAL","3-RM",2300
"6643","2015","Q4","CENTRAL","4-RM",2880
"6644","2015","Q4","CENTRAL","5-RM",NA
"6645","2015","Q4","CENTRAL","EXEC",NA
"6646","2015","Q4","CHOA CHU KANG","1-RM",NA
"6647","2015","Q4","CHOA CHU KANG","2-RM",NA
"6648","2015","Q4","CHOA CHU KANG","3-RM",NA
"6649","2015","Q4","CHOA CHU KANG","4-RM",2000
"6650","2015","Q4","CHOA CHU KANG","5-RM",2100
"6651","2015","Q4","CHOA CHU KANG","EXEC",2350
"6652","2015","Q4","CLEMENTI","1-RM",NA
"6653","2015","Q4","CLEMENTI","2-RM",NA
"6654","2015","Q4","CLEMENTI","3-RM",2000
"6655","2015","Q4","CLEMENTI","4-RM",2600
"6656","2015","Q4","CLEMENTI","5-RM",2850
"6657","2015","Q4","CLEMENTI","EXEC",NA
"6658","2015","Q4","GEYLANG","1-RM",NA
"6659","2015","Q4","GEYLANG","2-RM",NA
"6660","2015","Q4","GEYLANG","3-RM",1900
"6661","2015","Q4","GEYLANG","4-RM",2500
"6662","2015","Q4","GEYLANG","5-RM",2750
"6663","2015","Q4","GEYLANG","EXEC",NA
"6664","2015","Q4","HOUGANG","1-RM",NA
"6665","2015","Q4","HOUGANG","2-RM",NA
"6666","2015","Q4","HOUGANG","3-RM",1800
"6667","2015","Q4","HOUGANG","4-RM",2200
"6668","2015","Q4","HOUGANG","5-RM",2350
"6669","2015","Q4","HOUGANG","EXEC",2600
"6670","2015","Q4","JURONG EAST","1-RM",NA
"6671","2015","Q4","JURONG EAST","2-RM",NA
"6672","2015","Q4","JURONG EAST","3-RM",1900
"6673","2015","Q4","JURONG EAST","4-RM",2400
"6674","2015","Q4","JURONG EAST","5-RM",2500
"6675","2015","Q4","JURONG EAST","EXEC",2650
"6676","2015","Q4","JURONG WEST","1-RM",NA
"6677","2015","Q4","JURONG WEST","2-RM",NA
"6678","2015","Q4","JURONG WEST","3-RM",1800
"6679","2015","Q4","JURONG WEST","4-RM",2300
"6680","2015","Q4","JURONG WEST","5-RM",2500
"6681","2015","Q4","JURONG WEST","EXEC",2700
"6682","2015","Q4","KALLANG/ WHAMPOA","1-RM",NA
"6683","2015","Q4","KALLANG/ WHAMPOA","2-RM",NA
"6684","2015","Q4","KALLANG/ WHAMPOA","3-RM",2030
"6685","2015","Q4","KALLANG/ WHAMPOA","4-RM",2600
"6686","2015","Q4","KALLANG/ WHAMPOA","5-RM",2800
"6687","2015","Q4","KALLANG/ WHAMPOA","EXEC",NA
"6688","2015","Q4","MARINE PARADE","1-RM",NA
"6689","2015","Q4","MARINE PARADE","2-RM",NA
"6690","2015","Q4","MARINE PARADE","3-RM",2000
"6691","2015","Q4","MARINE PARADE","4-RM",2300
"6692","2015","Q4","MARINE PARADE","5-RM",2700
"6693","2015","Q4","MARINE PARADE","EXEC",NA
"6694","2015","Q4","PASIR RIS","1-RM",NA
"6695","2015","Q4","PASIR RIS","2-RM",NA
"6696","2015","Q4","PASIR RIS","3-RM",NA
"6697","2015","Q4","PASIR RIS","4-RM",2200
"6698","2015","Q4","PASIR RIS","5-RM",2300
"6699","2015","Q4","PASIR RIS","EXEC",2500
"6700","2015","Q4","PUNGGOL","1-RM",NA
"6701","2015","Q4","PUNGGOL","2-RM",NA
"6702","2015","Q4","PUNGGOL","3-RM",NA
"6703","2015","Q4","PUNGGOL","4-RM",2000
"6704","2015","Q4","PUNGGOL","5-RM",2100
"6705","2015","Q4","PUNGGOL","EXEC",2230
"6706","2015","Q4","QUEENSTOWN","1-RM",NA
"6707","2015","Q4","QUEENSTOWN","2-RM",1600
"6708","2015","Q4","QUEENSTOWN","3-RM",2100
"6709","2015","Q4","QUEENSTOWN","4-RM",2800
"6710","2015","Q4","QUEENSTOWN","5-RM",3100
"6711","2015","Q4","QUEENSTOWN","EXEC",NA
"6712","2015","Q4","SEMBAWANG","1-RM",NA
"6713","2015","Q4","SEMBAWANG","2-RM",NA
"6714","2015","Q4","SEMBAWANG","3-RM",NA
"6715","2015","Q4","SEMBAWANG","4-RM",2000
"6716","2015","Q4","SEMBAWANG","5-RM",2200
"6717","2015","Q4","SEMBAWANG","EXEC",2330
"6718","2015","Q4","SENGKANG","1-RM",NA
"6719","2015","Q4","SENGKANG","2-RM",NA
"6720","2015","Q4","SENGKANG","3-RM",NA
"6721","2015","Q4","SENGKANG","4-RM",2000
"6722","2015","Q4","SENGKANG","5-RM",2200
"6723","2015","Q4","SENGKANG","EXEC",2400
"6724","2015","Q4","SERANGOON","1-RM",NA
"6725","2015","Q4","SERANGOON","2-RM",NA
"6726","2015","Q4","SERANGOON","3-RM",2000
"6727","2015","Q4","SERANGOON","4-RM",2400
"6728","2015","Q4","SERANGOON","5-RM",2400
"6729","2015","Q4","SERANGOON","EXEC",2700
"6730","2015","Q4","TAMPINES","1-RM",NA
"6731","2015","Q4","TAMPINES","2-RM",NA
"6732","2015","Q4","TAMPINES","3-RM",1950
"6733","2015","Q4","TAMPINES","4-RM",2300
"6734","2015","Q4","TAMPINES","5-RM",2400
"6735","2015","Q4","TAMPINES","EXEC",2600
"6736","2015","Q4","TOA PAYOH","1-RM",NA
"6737","2015","Q4","TOA PAYOH","2-RM",NA
"6738","2015","Q4","TOA PAYOH","3-RM",2000
"6739","2015","Q4","TOA PAYOH","4-RM",2500
"6740","2015","Q4","TOA PAYOH","5-RM",2780
"6741","2015","Q4","TOA PAYOH","EXEC",NA
"6742","2015","Q4","WOODLANDS","1-RM",NA
"6743","2015","Q4","WOODLANDS","2-RM",NA
"6744","2015","Q4","WOODLANDS","3-RM",1600
"6745","2015","Q4","WOODLANDS","4-RM",2000
"6746","2015","Q4","WOODLANDS","5-RM",2100
"6747","2015","Q4","WOODLANDS","EXEC",2400
"6748","2015","Q4","YISHUN","1-RM",NA
"6749","2015","Q4","YISHUN","2-RM",NA
"6750","2015","Q4","YISHUN","3-RM",1700
"6751","2015","Q4","YISHUN","4-RM",2050
"6752","2015","Q4","YISHUN","5-RM",2300
"6753","2015","Q4","YISHUN","EXEC",2400
"6754","2016","Q1","ANG MO KIO","1-RM",NA
"6755","2016","Q1","ANG MO KIO","2-RM",NA
"6756","2016","Q1","ANG MO KIO","3-RM",1850
"6757","2016","Q1","ANG MO KIO","4-RM",2300
"6758","2016","Q1","ANG MO KIO","5-RM",2600
"6759","2016","Q1","ANG MO KIO","EXEC",NA
"6760","2016","Q1","BEDOK","1-RM",NA
"6761","2016","Q1","BEDOK","2-RM",NA
"6762","2016","Q1","BEDOK","3-RM",1900
