"","Year","Quarter","town","flat_type","median_rent"
"1718","2007","Q4","PUNGGOL","2-RM",NA
"1719","2007","Q4","PUNGGOL","3-RM",NA
"1720","2007","Q4","PUNGGOL","4-RM",NA
"1721","2007","Q4","PUNGGOL","5-RM",1800
"1722","2007","Q4","PUNGGOL","EXEC",NA
"1723","2007","Q4","QUEENSTOWN","1-RM",NA
"1724","2007","Q4","QUEENSTOWN","2-RM",NA
"1725","2007","Q4","QUEENSTOWN","3-RM",1300
"1726","2007","Q4","QUEENSTOWN","4-RM",1630
"1727","2007","Q4","QUEENSTOWN","5-RM",NA
"1728","2007","Q4","QUEENSTOWN","EXEC",NA
"1729","2007","Q4","SEMBAWANG","1-RM",NA
"1730","2007","Q4","SEMBAWANG","2-RM",NA
"1731","2007","Q4","SEMBAWANG","3-RM",NA
"1732","2007","Q4","SEMBAWANG","4-RM",1300
"1733","2007","Q4","SEMBAWANG","5-RM",1700
"1734","2007","Q4","SEMBAWANG","EXEC",NA
"1735","2007","Q4","SENGKANG","1-RM",NA
"1736","2007","Q4","SENGKANG","2-RM",NA
"1737","2007","Q4","SENGKANG","3-RM",NA
"1738","2007","Q4","SENGKANG","4-RM",1600
"1739","2007","Q4","SENGKANG","5-RM",1780
"1740","2007","Q4","SENGKANG","EXEC",NA
"1741","2007","Q4","SERANGOON","1-RM",NA
"1742","2007","Q4","SERANGOON","2-RM",NA
"1743","2007","Q4","SERANGOON","3-RM",1350
"1744","2007","Q4","SERANGOON","4-RM",1630
"1745","2007","Q4","SERANGOON","5-RM",NA
"1746","2007","Q4","SERANGOON","EXEC",NA
"1747","2007","Q4","TAMPINES","1-RM",NA
"1748","2007","Q4","TAMPINES","2-RM",NA
"1749","2007","Q4","TAMPINES","3-RM",1350
"1750","2007","Q4","TAMPINES","4-RM",1580
"1751","2007","Q4","TAMPINES","5-RM",1900
"1752","2007","Q4","TAMPINES","EXEC",NA
"1753","2007","Q4","TOA PAYOH","1-RM",NA
"1754","2007","Q4","TOA PAYOH","2-RM",NA
"1755","2007","Q4","TOA PAYOH","3-RM",1250
"1756","2007","Q4","TOA PAYOH","4-RM",1700
"1757","2007","Q4","TOA PAYOH","5-RM",NA
"1758","2007","Q4","TOA PAYOH","EXEC",NA
"1759","2007","Q4","WOODLANDS","1-RM",NA
"1760","2007","Q4","WOODLANDS","2-RM",NA
"1761","2007","Q4","WOODLANDS","3-RM",1100
"1762","2007","Q4","WOODLANDS","4-RM",1440
"1763","2007","Q4","WOODLANDS","5-RM",1600
"1764","2007","Q4","WOODLANDS","EXEC",1600
"1765","2007","Q4","YISHUN","1-RM",NA
"1766","2007","Q4","YISHUN","2-RM",NA
"1767","2007","Q4","YISHUN","3-RM",1100
"1768","2007","Q4","YISHUN","4-RM",1400
"1769","2007","Q4","YISHUN","5-RM",1500
"1770","2007","Q4","YISHUN","EXEC",NA
"1771","2008","Q1","ANG MO KIO","1-RM",NA
"1772","2008","Q1","ANG MO KIO","2-RM",NA
"1773","2008","Q1","ANG MO KIO","3-RM",1300
"1774","2008","Q1","ANG MO KIO","4-RM",1700
"1775","2008","Q1","ANG MO KIO","5-RM",NA
"1776","2008","Q1","ANG MO KIO","EXEC",NA
"1777","2008","Q1","BEDOK","1-RM",NA
"1778","2008","Q1","BEDOK","2-RM",NA
"1779","2008","Q1","BEDOK","3-RM",1400
"1780","2008","Q1","BEDOK","4-RM",1600
"1781","2008","Q1","BEDOK","5-RM",2000
"1782","2008","Q1","BEDOK","EXEC",1650
"1783","2008","Q1","BISHAN","1-RM",NA
"1784","2008","Q1","BISHAN","2-RM",NA
"1785","2008","Q1","BISHAN","3-RM",1480
"1786","2008","Q1","BISHAN","4-RM",1900
"1787","2008","Q1","BISHAN","5-RM",2200
"1788","2008","Q1","BISHAN","EXEC",NA
"1789","2008","Q1","BUKIT BATOK","1-RM",NA
"1790","2008","Q1","BUKIT BATOK","2-RM",NA
"1791","2008","Q1","BUKIT BATOK","3-RM",1200
"1792","2008","Q1","BUKIT BATOK","4-RM",1500
"1793","2008","Q1","BUKIT BATOK","5-RM",NA
"1794","2008","Q1","BUKIT BATOK","EXEC",NA
"1795","2008","Q1","BUKIT MERAH","1-RM",NA
"1796","2008","Q1","BUKIT MERAH","2-RM",NA
"1797","2008","Q1","BUKIT MERAH","3-RM",1500
"1798","2008","Q1","BUKIT MERAH","4-RM",2000
"1799","2008","Q1","BUKIT MERAH","5-RM",2500
"1800","2008","Q1","BUKIT MERAH","EXEC",NA
"1801","2008","Q1","BUKIT PANJANG","1-RM",NA
"1802","2008","Q1","BUKIT PANJANG","2-RM",NA
"1803","2008","Q1","BUKIT PANJANG","3-RM",NA
"1804","2008","Q1","BUKIT PANJANG","4-RM",1430
"1805","2008","Q1","BUKIT PANJANG","5-RM",1730
"1806","2008","Q1","BUKIT PANJANG","EXEC",NA
"1807","2008","Q1","BUKIT TIMAH","1-RM",NA
"1808","2008","Q1","BUKIT TIMAH","2-RM",NA
"1809","2008","Q1","BUKIT TIMAH","3-RM",NA
"1810","2008","Q1","BUKIT TIMAH","4-RM",NA
"1811","2008","Q1","BUKIT TIMAH","5-RM",NA
"1812","2008","Q1","BUKIT TIMAH","EXEC",NA
"1813","2008","Q1","CENTRAL","1-RM",NA
"1814","2008","Q1","CENTRAL","2-RM",NA
"1815","2008","Q1","CENTRAL","3-RM",1600
"1816","2008","Q1","CENTRAL","4-RM",NA
"1817","2008","Q1","CENTRAL","5-RM",NA
"1818","2008","Q1","CENTRAL","EXEC",NA
"1819","2008","Q1","CHOA CHU KANG","1-RM",NA
"1820","2008","Q1","CHOA CHU KANG","2-RM",NA
"1821","2008","Q1","CHOA CHU KANG","3-RM",NA
"1822","2008","Q1","CHOA CHU KANG","4-RM",1550
"1823","2008","Q1","CHOA CHU KANG","5-RM",1800
"1824","2008","Q1","CHOA CHU KANG","EXEC",NA
"1825","2008","Q1","CLEMENTI","1-RM",NA
"1826","2008","Q1","CLEMENTI","2-RM",NA
"1827","2008","Q1","CLEMENTI","3-RM",1400
"1828","2008","Q1","CLEMENTI","4-RM",1700
"1829","2008","Q1","CLEMENTI","5-RM",NA
"1830","2008","Q1","CLEMENTI","EXEC",NA
"1831","2008","Q1","GEYLANG","1-RM",NA
"1832","2008","Q1","GEYLANG","2-RM",NA
"1833","2008","Q1","GEYLANG","3-RM",1150
"1834","2008","Q1","GEYLANG","4-RM",1600
"1835","2008","Q1","GEYLANG","5-RM",NA
"1836","2008","Q1","GEYLANG","EXEC",NA
"1837","2008","Q1","HOUGANG","1-RM",NA
"1838","2008","Q1","HOUGANG","2-RM",NA
"1839","2008","Q1","HOUGANG","3-RM",1000
"1840","2008","Q1","HOUGANG","4-RM",1700
"1841","2008","Q1","HOUGANG","5-RM",1730
"1842","2008","Q1","HOUGANG","EXEC",NA
"1843","2008","Q1","JURONG EAST","1-RM",NA
"1844","2008","Q1","JURONG EAST","2-RM",NA
"1845","2008","Q1","JURONG EAST","3-RM",1400
"1846","2008","Q1","JURONG EAST","4-RM",NA
"1847","2008","Q1","JURONG EAST","5-RM",1900
"1848","2008","Q1","JURONG EAST","EXEC",NA
"1849","2008","Q1","JURONG WEST","1-RM",NA
"1850","2008","Q1","JURONG WEST","2-RM",NA
"1851","2008","Q1","JURONG WEST","3-RM",1250
"1852","2008","Q1","JURONG WEST","4-RM",1500
"1853","2008","Q1","JURONG WEST","5-RM",1800
"1854","2008","Q1","JURONG WEST","EXEC",2000
"1855","2008","Q1","KALLANG/ WHAMPOA","1-RM",NA
"1856","2008","Q1","KALLANG/ WHAMPOA","2-RM",NA
"1857","2008","Q1","KALLANG/ WHAMPOA","3-RM",1400
"1858","2008","Q1","KALLANG/ WHAMPOA","4-RM",1950
"1859","2008","Q1","KALLANG/ WHAMPOA","5-RM",2200
"1860","2008","Q1","KALLANG/ WHAMPOA","EXEC",NA
"1861","2008","Q1","MARINE PARADE","1-RM",NA
"1862","2008","Q1","MARINE PARADE","2-RM",NA
"1863","2008","Q1","MARINE PARADE","3-RM",1600
"1864","2008","Q1","MARINE PARADE","4-RM",NA
"1865","2008","Q1","MARINE PARADE","5-RM",NA
"1866","2008","Q1","MARINE PARADE","EXEC",NA
"1867","2008","Q1","PASIR RIS","1-RM",NA
"1868","2008","Q1","PASIR RIS","2-RM",NA
"1869","2008","Q1","PASIR RIS","3-RM",NA
"1870","2008","Q1","PASIR RIS","4-RM",1600
"1871","2008","Q1","PASIR RIS","5-RM",1800
"1872","2008","Q1","PASIR RIS","EXEC",2030
"1873","2008","Q1","PUNGGOL","1-RM",NA
"1874","2008","Q1","PUNGGOL","2-RM",NA
"1875","2008","Q1","PUNGGOL","3-RM",NA
"1876","2008","Q1","PUNGGOL","4-RM",1500
"1877","2008","Q1","PUNGGOL","5-RM",1800
"1878","2008","Q1","PUNGGOL","EXEC",NA
"1879","2008","Q1","QUEENSTOWN","1-RM",NA
"1880","2008","Q1","QUEENSTOWN","2-RM",1000
"1881","2008","Q1","QUEENSTOWN","3-RM",1500
"1882","2008","Q1","QUEENSTOWN","4-RM",1800
"1883","2008","Q1","QUEENSTOWN","5-RM",NA
"1884","2008","Q1","QUEENSTOWN","EXEC",NA
"1885","2008","Q1","SEMBAWANG","1-RM",NA
"1886","2008","Q1","SEMBAWANG","2-RM",NA
"1887","2008","Q1","SEMBAWANG","3-RM",NA
"1888","2008","Q1","SEMBAWANG","4-RM",1550
"1889","2008","Q1","SEMBAWANG","5-RM",1800
"1890","2008","Q1","SEMBAWANG","EXEC",1750
"1891","2008","Q1","SENGKANG","1-RM",NA
"1892","2008","Q1","SENGKANG","2-RM",NA
"1893","2008","Q2","SENGKANG","3-RM",NA
"1894","2008","Q1","SENGKANG","4-RM",1700
"1895","2008","Q1","SENGKANG","5-RM",1780
"1896","2008","Q1","SENGKANG","EXEC",1800
"1897","2008","Q1","SERANGOON","1-RM",NA
"1898","2008","Q1","SERANGOON","2-RM",NA
"1899","2008","Q1","SERANGOON","3-RM",1280
"1900","2008","Q1","SERANGOON","4-RM",1600
"1901","2008","Q1","SERANGOON","5-RM",NA
"1902","2008","Q1","SERANGOON","EXEC",NA
"1903","2008","Q1","TAMPINES","1-RM",NA
"1904","2008","Q1","TAMPINES","2-RM",NA
"1905","2008","Q1","TAMPINES","3-RM",1480
"1906","2008","Q1","TAMPINES","4-RM",1600
"1907","2008","Q1","TAMPINES","5-RM",1950
"1908","2008","Q1","TAMPINES","EXEC",2200
"1909","2008","Q1","TOA PAYOH","1-RM",NA
"1910","2008","Q1","TOA PAYOH","2-RM",NA
"1911","2008","Q1","TOA PAYOH","3-RM",1400
"1912","2008","Q1","TOA PAYOH","4-RM",1780
"1913","2008","Q1","TOA PAYOH","5-RM",NA
"1914","2008","Q1","TOA PAYOH","EXEC",NA
"1915","2008","Q1","WOODLANDS","1-RM",NA
"1916","2008","Q1","WOODLANDS","2-RM",NA
"1917","2008","Q1","WOODLANDS","3-RM",1200
"1918","2008","Q1","WOODLANDS","4-RM",1500
"1919","2008","Q1","WOODLANDS","5-RM",1700
"1920","2008","Q1","WOODLANDS","EXEC",2000
"1921","2008","Q1","YISHUN","1-RM",NA
"1922","2008","Q1","YISHUN","2-RM",NA
"1923","2008","Q1","YISHUN","3-RM",1350
"1924","2008","Q1","YISHUN","4-RM",1600
"1925","2008","Q1","YISHUN","5-RM",1800
"1926","2008","Q1","YISHUN","EXEC",NA
"1927","2008","Q2","ANG MO KIO","1-RM",NA
"1928","2008","Q2","ANG MO KIO","2-RM",NA
"1929","2008","Q2","ANG MO KIO","3-RM",1500
"1930","2008","Q2","ANG MO KIO","4-RM",1730
"1931","2008","Q2","ANG MO KIO","5-RM",2000
"1932","2008","Q2","ANG MO KIO","EXEC",NA
"1933","2008","Q2","BEDOK","1-RM",NA
"1934","2008","Q2","BEDOK","2-RM",NA
"1935","2008","Q2","BEDOK","3-RM",1400
"1936","2008","Q2","BEDOK","4-RM",1700
"1937","2008","Q2","BEDOK","5-RM",2000
"1938","2008","Q2","BEDOK","EXEC",NA
"1939","2008","Q2","BISHAN","1-RM",NA
"1940","2008","Q2","BISHAN","2-RM",NA
"1941","2008","Q2","BISHAN","3-RM",1430
"1942","2008","Q2","BISHAN","4-RM",2000
"1943","2008","Q2","BISHAN","5-RM",2200
"1944","2008","Q2","BISHAN","EXEC",NA
"1945","2008","Q2","BUKIT BATOK","1-RM",NA
"1946","2008","Q2","BUKIT BATOK","2-RM",NA
"1947","2008","Q2","BUKIT BATOK","3-RM",1400
"1948","2008","Q2","BUKIT BATOK","4-RM",1700
"1949","2008","Q2","BUKIT BATOK","5-RM",2150
"1950","2008","Q2","BUKIT BATOK","EXEC",NA
"1951","2008","Q2","BUKIT MERAH","1-RM",NA
"1952","2008","Q2","BUKIT MERAH","2-RM",NA
"1953","2008","Q2","BUKIT MERAH","3-RM",1600
"1954","2008","Q2","BUKIT MERAH","4-RM",2300
"1955","2008","Q2","BUKIT MERAH","5-RM",2370
"1956","2008","Q2","BUKIT MERAH","EXEC",NA
"1957","2008","Q2","BUKIT PANJANG","1-RM",NA
"1958","2008","Q2","BUKIT PANJANG","2-RM",NA
"1959","2008","Q2","BUKIT PANJANG","3-RM",NA
"1960","2008","Q2","BUKIT PANJANG","4-RM",1600
"1961","2008","Q2","BUKIT PANJANG","5-RM",1730
"1962","2008","Q2","BUKIT PANJANG","EXEC",NA
"1963","2008","Q2","BUKIT TIMAH","1-RM",NA
"1964","2008","Q2","BUKIT TIMAH","2-RM",NA
"1965","2008","Q2","BUKIT TIMAH","3-RM",NA
"1966","2008","Q2","BUKIT TIMAH","4-RM",NA
"1967","2008","Q2","BUKIT TIMAH","5-RM",NA
"1968","2008","Q2","BUKIT TIMAH","EXEC",NA
"1969","2008","Q2","CENTRAL","1-RM",NA
"1970","2008","Q2","CENTRAL","2-RM",NA
"1971","2008","Q2","CENTRAL","3-RM",1800
"1972","2008","Q2","CENTRAL","4-RM",NA
"1973","2008","Q2","CENTRAL","5-RM",NA
"1974","2008","Q2","CENTRAL","EXEC",NA
"1975","2008","Q2","CHOA CHU KANG","1-RM",NA
"1976","2008","Q2","CHOA CHU KANG","2-RM",NA
"1977","2008","Q2","CHOA CHU KANG","3-RM",NA
"1978","2008","Q2","CHOA CHU KANG","4-RM",1700
"1979","2008","Q2","CHOA CHU KANG","5-RM",1800
"1980","2008","Q2","CHOA CHU KANG","EXEC",2000
"1981","2008","Q2","CLEMENTI","1-RM",NA
"1982","2008","Q2","CLEMENTI","2-RM",NA
"1983","2008","Q2","CLEMENTI","3-RM",1500
"1984","2008","Q2","CLEMENTI","4-RM",1900
"1985","2008","Q2","CLEMENTI","5-RM",NA
"1986","2008","Q2","CLEMENTI","EXEC",NA
"1987","2008","Q2","GEYLANG","1-RM",NA
"1988","2008","Q2","GEYLANG","2-RM",NA
"1989","2008","Q2","GEYLANG","3-RM",1400
"1990","2008","Q2","GEYLANG","4-RM",1800
"1991","2008","Q2","GEYLANG","5-RM",NA
"1992","2008","Q2","GEYLANG","EXEC",NA
"1993","2008","Q2","HOUGANG","1-RM",NA
"1994","2008","Q2","HOUGANG","2-RM",NA
"1995","2008","Q2","HOUGANG","3-RM",1400
"1996","2008","Q2","HOUGANG","4-RM",1800
"1997","2008","Q2","HOUGANG","5-RM",2000
"1998","2008","Q2","HOUGANG","EXEC",2000
"1999","2008","Q2","JURONG EAST","1-RM",NA
"2000","2008","Q2","JURONG EAST","2-RM",NA
"2001","2008","Q2","JURONG EAST","3-RM",1400
"2002","2008","Q2","JURONG EAST","4-RM",1700
"2003","2008","Q2","JURONG EAST","5-RM",1800
"2004","2008","Q2","JURONG EAST","EXEC",NA
"2005","2008","Q2","JURONG WEST","1-RM",NA
"2006","2008","Q2","JURONG WEST","2-RM",NA
"2007","2008","Q2","JURONG WEST","3-RM",1200
"2008","2008","Q2","JURONG WEST","4-RM",1700
"2009","2008","Q2","JURONG WEST","5-RM",2000
"2010","2008","Q2","JURONG WEST","EXEC",2000
"2011","2008","Q2","KALLANG/ WHAMPOA","1-RM",NA
"2012","2008","Q2","KALLANG/ WHAMPOA","2-RM",NA
"2013","2008","Q2","KALLANG/ WHAMPOA","3-RM",1400
"2014","2008","Q2","KALLANG/ WHAMPOA","4-RM",1900
"2015","2008","Q2","KALLANG/ WHAMPOA","5-RM",NA
"2016","2008","Q2","KALLANG/ WHAMPOA","EXEC",NA
"2017","2008","Q2","MARINE PARADE","1-RM",NA
"2018","2008","Q2","MARINE PARADE","2-RM",NA
"2019","2008","Q2","MARINE PARADE","3-RM",1750
"2020","2008","Q2","MARINE PARADE","4-RM",NA
"2021","2008","Q2","MARINE PARADE","5-RM",NA
"2022","2008","Q2","MARINE PARADE","EXEC",NA
"2023","2008","Q2","PASIR RIS","1-RM",NA
"2024","2008","Q2","PASIR RIS","2-RM",NA
"2025","2008","Q2","PASIR RIS","3-RM",NA
"2026","2008","Q2","PASIR RIS","4-RM",1600
"2027","2008","Q2","PASIR RIS","5-RM",1850
"2028","2008","Q2","PASIR RIS","EXEC",2200
"2029","2008","Q2","PUNGGOL","1-RM",NA
"2030","2008","Q2","PUNGGOL","2-RM",NA
"2031","2008","Q2","PUNGGOL","3-RM",NA
"2032","2008","Q2","PUNGGOL","4-RM",NA
"2033","2008","Q2","PUNGGOL","5-RM",1800
"2034","2008","Q2","PUNGGOL","EXEC",NA
"2035","2008","Q2","QUEENSTOWN","1-RM",NA
"2036","2008","Q2","QUEENSTOWN","2-RM",1100
"2037","2008","Q2","QUEENSTOWN","3-RM",1530
"2038","2008","Q2","QUEENSTOWN","4-RM",1950
"2039","2008","Q2","QUEENSTOWN","5-RM",NA
"2040","2008","Q2","QUEENSTOWN","EXEC",NA
"2041","2008","Q2","SEMBAWANG","1-RM",NA
"2042","2008","Q2","SEMBAWANG","2-RM",NA
"2043","2008","Q2","SEMBAWANG","3-RM",NA
"2044","2008","Q2","SEMBAWANG","4-RM",1600
"2045","2008","Q2","SEMBAWANG","5-RM",1800
"2046","2008","Q2","SEMBAWANG","EXEC",NA
"2047","2008","Q2","SENGKANG","1-RM",NA
"2048","2008","Q2","SENGKANG","2-RM",NA
"2049","2008","Q2","SENGKANG","3-RM",NA
"2050","2008","Q2","SENGKANG","4-RM",1700
"2051","2008","Q2","SENGKANG","5-RM",1850
"2052","2008","Q2","SENGKANG","EXEC",2000
"2053","2008","Q2","SERANGOON","1-RM",NA
"2054","2008","Q2","SERANGOON","2-RM",NA
"2055","2008","Q2","SERANGOON","3-RM",1450
"2056","2008","Q2","SERANGOON","4-RM",1730
"2057","2008","Q2","SERANGOON","5-RM",NA
"2058","2008","Q2","SERANGOON","EXEC",NA
"2059","2008","Q2","TAMPINES","1-RM",NA
"2060","2008","Q2","TAMPINES","2-RM",NA
"2061","2008","Q2","TAMPINES","3-RM",1500
"2062","2008","Q2","TAMPINES","4-RM",1800
"2063","2008","Q2","TAMPINES","5-RM",2000
"2064","2008","Q2","TAMPINES","EXEC",2300
"2065","2008","Q2","TOA PAYOH","1-RM",NA
"2066","2008","Q2","TOA PAYOH","2-RM",NA
"2067","2008","Q2","TOA PAYOH","3-RM",1500
"2068","2008","Q2","TOA PAYOH","4-RM",2100
"2069","2008","Q2","TOA PAYOH","5-RM",2200
"2070","2008","Q2","TOA PAYOH","EXEC",NA
"2071","2008","Q2","WOODLANDS","1-RM",NA
"2072","2008","Q2","WOODLANDS","2-RM",NA
"2073","2008","Q2","WOODLANDS","3-RM",1250
"2074","2008","Q2","WOODLANDS","4-RM",1600
"2075","2008","Q2","WOODLANDS","5-RM",1800
"2076","2008","Q2","WOODLANDS","EXEC",1900
"2077","2008","Q2","YISHUN","1-RM",NA
"2078","2008","Q2","YISHUN","2-RM",NA
"2079","2008","Q2","YISHUN","3-RM",1300
"2080","2008","Q2","YISHUN","4-RM",1600
"2081","2008","Q2","YISHUN","5-RM",1800
"2082","2008","Q2","YISHUN","EXEC",NA
"2083","2008","Q3","ANG MO KIO","1-RM",NA
"2084","2008","Q3","ANG MO KIO","2-RM",NA
"2085","2008","Q3","ANG MO KIO","3-RM",1500
"2086","2008","Q3","ANG MO KIO","4-RM",1800
"2087","2008","Q3","ANG MO KIO","5-RM",2170
"2088","2008","Q3","ANG MO KIO","EXEC",NA
"2089","2008","Q3","BEDOK","1-RM",NA
"2090","2008","Q3","BEDOK","2-RM",NA
"2091","2008","Q3","BEDOK","3-RM",1400
"2092","2008","Q3","BEDOK","4-RM",1800
"2093","2008","Q3","BEDOK","5-RM",2050
"2094","2008","Q3","BEDOK","EXEC",NA
"2095","2008","Q3","BISHAN","1-RM",NA
"2096","2008","Q3","BISHAN","2-RM",NA
"2097","2008","Q3","BISHAN","3-RM",1500
"2098","2008","Q3","BISHAN","4-RM",1850
"2099","2008","Q3","BISHAN","5-RM",2200
"2100","2008","Q3","BISHAN","EXEC",NA
"2101","2008","Q3","BUKIT BATOK","1-RM",NA
"2102","2008","Q3","BUKIT BATOK","2-RM",NA
"2103","2008","Q3","BUKIT BATOK","3-RM",1400
"2104","2008","Q3","BUKIT BATOK","4-RM",1780
"2105","2008","Q3","BUKIT BATOK","5-RM",2000
"2106","2008","Q3","BUKIT BATOK","EXEC",NA
"2107","2008","Q3","BUKIT MERAH","1-RM",NA
"2108","2008","Q3","BUKIT MERAH","2-RM",NA
"2109","2008","Q3","BUKIT MERAH","3-RM",1700
"2110","2008","Q3","BUKIT MERAH","4-RM",2200
"2111","2008","Q3","BUKIT MERAH","5-RM",2600
"2112","2008","Q3","BUKIT MERAH","EXEC",NA
"2113","2008","Q3","BUKIT PANJANG","1-RM",NA
"2114","2008","Q3","BUKIT PANJANG","2-RM",NA
"2115","2008","Q3","BUKIT PANJANG","3-RM",NA
"2116","2008","Q3","BUKIT PANJANG","4-RM",1700
"2117","2008","Q3","BUKIT PANJANG","5-RM",1900
"2118","2008","Q3","BUKIT PANJANG","EXEC",NA
"2119","2008","Q3","BUKIT TIMAH","1-RM",NA
"2120","2008","Q3","BUKIT TIMAH","2-RM",NA
"2121","2008","Q3","BUKIT TIMAH","3-RM",NA
"2122","2008","Q3","BUKIT TIMAH","4-RM",NA
"2123","2008","Q3","BUKIT TIMAH","5-RM",NA
"2124","2008","Q3","BUKIT TIMAH","EXEC",NA
"2125","2008","Q3","CENTRAL","1-RM",NA
"2126","2008","Q3","CENTRAL","2-RM",NA
"2127","2008","Q3","CENTRAL","3-RM",1800
"2128","2008","Q3","CENTRAL","4-RM",NA
"2129","2008","Q3","CENTRAL","5-RM",NA
"2130","2008","Q3","CENTRAL","EXEC",NA
"2131","2008","Q3","CHOA CHU KANG","1-RM",NA
"2132","2008","Q3","CHOA CHU KANG","2-RM",NA
"2133","2008","Q3","CHOA CHU KANG","3-RM",NA
"2134","2008","Q3","CHOA CHU KANG","4-RM",1700
"2135","2008","Q3","CHOA CHU KANG","5-RM",2000
"2136","2008","Q3","CHOA CHU KANG","EXEC",2050
"2137","2008","Q3","CLEMENTI","1-RM",NA
"2138","2008","Q3","CLEMENTI","2-RM",NA
"2139","2008","Q3","CLEMENTI","3-RM",1630
"2140","2008","Q3","CLEMENTI","4-RM",1900
"2141","2008","Q3","CLEMENTI","5-RM",NA
"2142","2008","Q3","CLEMENTI","EXEC",NA
"2143","2008","Q3","GEYLANG","1-RM",NA
"2144","2008","Q3","GEYLANG","2-RM",NA
"2145","2008","Q3","GEYLANG","3-RM",1500
"2146","2008","Q3","GEYLANG","4-RM",1900
"2147","2008","Q3","GEYLANG","5-RM",NA
"2148","2008","Q3","GEYLANG","EXEC",NA
"2149","2008","Q3","HOUGANG","1-RM",NA
"2150","2008","Q3","HOUGANG","2-RM",NA
"2151","2008","Q3","HOUGANG","3-RM",1400
"2152","2008","Q3","HOUGANG","4-RM",1800
"2153","2008","Q3","HOUGANG","5-RM",2000
"2154","2008","Q3","HOUGANG","EXEC",NA
"2155","2008","Q3","JURONG EAST","1-RM",NA
"2156","2008","Q3","JURONG EAST","2-RM",NA
"2157","2008","Q3","JURONG EAST","3-RM",1550
"2158","2008","Q3","JURONG EAST","4-RM",1900
"2159","2008","Q3","JURONG EAST","5-RM",1990
"2160","2008","Q3","JURONG EAST","EXEC",NA
"2161","2008","Q3","JURONG WEST","1-RM",NA
"2162","2008","Q3","JURONG WEST","2-RM",NA
"2163","2008","Q3","JURONG WEST","3-RM",1300
"2164","2008","Q3","JURONG WEST","4-RM",1800
"2165","2008","Q3","JURONG WEST","5-RM",2100
"2166","2008","Q3","JURONG WEST","EXEC",2130
"2167","2008","Q3","KALLANG/ WHAMPOA","1-RM",NA
"2168","2008","Q3","KALLANG/ WHAMPOA","2-RM",NA
"2169","2008","Q3","KALLANG/ WHAMPOA","3-RM",1500
"2170","2008","Q3","KALLANG/ WHAMPOA","4-RM",2000
"2171","2008","Q3","KALLANG/ WHAMPOA","5-RM",NA
"2172","2008","Q3","KALLANG/ WHAMPOA","EXEC",NA
"2173","2008","Q3","MARINE PARADE","1-RM",NA
"2174","2008","Q3","MARINE PARADE","2-RM",NA
"2175","2008","Q3","MARINE PARADE","3-RM",1700
"2176","2008","Q3","MARINE PARADE","4-RM",NA
"2177","2008","Q3","MARINE PARADE","5-RM",NA
"2178","2008","Q3","MARINE PARADE","EXEC",NA
"2179","2008","Q3","PASIR RIS","1-RM",NA
"2180","2008","Q3","PASIR RIS","2-RM",NA
"2181","2008","Q3","PASIR RIS","3-RM",NA
"2182","2008","Q3","PASIR RIS","4-RM",1750
"2183","2008","Q3","PASIR RIS","5-RM",2000
"2184","2008","Q3","PASIR RIS","EXEC",2200
"2185","2008","Q3","PUNGGOL","1-RM",NA
"2186","2008","Q3","PUNGGOL","2-RM",NA
"2187","2008","Q3","PUNGGOL","3-RM",NA
"2188","2008","Q3","PUNGGOL","4-RM",1700
"2189","2008","Q3","PUNGGOL","5-RM",1900
"2190","2008","Q3","PUNGGOL","EXEC",NA
"2191","2008","Q3","QUEENSTOWN","1-RM",NA
"2192","2008","Q3","QUEENSTOWN","2-RM",NA
"2193","2008","Q3","QUEENSTOWN","3-RM",1730
"2194","2008","Q3","QUEENSTOWN","4-RM",2000
"2195","2008","Q3","QUEENSTOWN","5-RM",2350
"2196","2008","Q3","QUEENSTOWN","EXEC",NA
"2197","2008","Q3","SEMBAWANG","1-RM",NA
"2198","2008","Q3","SEMBAWANG","2-RM",NA
"2199","2008","Q3","SEMBAWANG","3-RM",NA
"2200","2008","Q3","SEMBAWANG","4-RM",1750
"2201","2008","Q3","SEMBAWANG","5-RM",1900
"2202","2008","Q3","SEMBAWANG","EXEC",NA
"2203","2008","Q3","SENGKANG","1-RM",NA
"2204","2008","Q3","SENGKANG","2-RM",NA
"2205","2008","Q3","SENGKANG","3-RM",NA
"2206","2008","Q3","SENGKANG","4-RM",1600
"2207","2008","Q3","SENGKANG","5-RM",1900
"2208","2008","Q3","SENGKANG","EXEC",NA
"2209","2008","Q3","SERANGOON","1-RM",NA
"2210","2008","Q3","SERANGOON","2-RM",NA
"2211","2008","Q3","SERANGOON","3-RM",1500
"2212","2008","Q3","SERANGOON","4-RM",1900
"2213","2008","Q3","SERANGOON","5-RM",NA
"2214","2008","Q3","SERANGOON","EXEC",NA
"2215","2008","Q3","TAMPINES","1-RM",NA
"2216","2008","Q3","TAMPINES","2-RM",NA
"2217","2008","Q3","TAMPINES","3-RM",1500
"2218","2008","Q3","TAMPINES","4-RM",1850
"2219","2008","Q3","TAMPINES","5-RM",2000
"2220","2008","Q3","TAMPINES","EXEC",2100
"2221","2008","Q3","TOA PAYOH","1-RM",NA
"2222","2008","Q3","TOA PAYOH","2-RM",NA
"2223","2008","Q3","TOA PAYOH","3-RM",1600
"2224","2008","Q3","TOA PAYOH","4-RM",2050
"2225","2008","Q3","TOA PAYOH","5-RM",NA
