District.,Address.,Bathrooms.,Bedrooms.,Built.Year.,Developer.,Property.Name.,nearest_mrt_name,neighbourhood,PSF.,Property.Type.,Asking.,Area.Builtup,Area.Land,Tenure.,total_units,travel_time_changi,travel_time_orchard,travel_time_raffles,unit_types,Furnish.,Floor.Description,overlooking_view,facing,is_HDB
 D9 - Orchard / River Valley ,3 Bideford Road,3,2,1996,"Tararone Investment Pte Ltd, Topaz Realty Pte Ltd",Richmond Park,Orchard MRT,Newton,5.24,Condominium,6600,1259,NA,Freehold,159,52,8,18,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,80 Kim Seng Road,2,3,1996,City Developments Ltd,Mirage Tower,NA,NA,5.57,Condominium,6800,1220,NA,Freehold,248,63,18,24,"1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,6 Cairnhill Circle,2,2,2004,Property Enterprises Development,Cairnhill Crest,Somerset MRT,Newton,6.22,Condominium,7500,1206,NA,Freehold,248,53,16,17,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,31 Cairnhill Circle,3,3,2009,Allgreen Properties Ltd (Cairnhill Green Pte Ltd),Cairnhill Residences,Newton MRT,Newton,6.45,Apartment,7500,1162,NA,Freehold,97,58,15,20,"2, 3 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,33 Cairnhill Circle,3,3,2009,Allgreen Properties Ltd (Cairnhill Green Pte Ltd),Cairnhill Residences,Newton MRT,Newton,6.45,Condominium,7500,1162,NA,Freehold,97,58,15,20,"2, 3 BR",NA,Mid,NA,NA,No
 D9 - Orchard / River Valley ,33 Cairnhill Circle,3,3,2009,Allgreen Properties Ltd (Cairnhill Green Pte Ltd),Cairnhill Residences,Newton MRT,Newton,6.45,Apartment,7500,1162,NA,Freehold,97,58,15,20,"2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,33 Cairnhill Circle,3,3,2009,Allgreen Properties Ltd (Cairnhill Green Pte Ltd),Cairnhill Residences,Newton MRT,Newton,6.72,Apartment,7800,1160,NA,Freehold,97,58,15,20,"2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,10 Saint Thomas Walk,2,3,2018,Bukit Sembawang Estates Limited,8 St Thomas,Somerset MRT,River Valley,7.38,Condominium,8500,1152,NA,Freehold,230,59,15,16,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,100 Robertson Quay,3,3,2004,Mcl Land,Robertson 100,Chinatown MRT,NA,5.9,Condominium,6800,1152,NA,Freehold,186,66,26,24,"1, 2, 3, 4, 5 BR",Fully,High,NA,NA,No
 D9 - Orchard / River Valley ,6 Hullet Road,3,3,2003,Shaw Realty,Hullet Rise,Somerset MRT,Newton,5.67,Condominium,6500,1147,NA,Freehold,32,50,12,14,"1, 3 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,6 Hullet Road,2,3,2003,Shaw Realty,Hullet Rise,Somerset MRT,Newton,5.7,Condominium,6500,1140,NA,Freehold,32,50,12,14,"1, 3 BR",Partial,High,City view,NA,No
 D9 - Orchard / River Valley ,5 Rodyk Street,2,2,2008,Hong Leong Holdings Ltd,Watermark Robertson Quay,Chinatown MRT,NA,6.19,Condominium,7000,1130,NA,Freehold,206,65,25,23,"2, 3, 4 BR",Partial,Low,NA,West,No
 D9 - Orchard / River Valley ,18 Leonie Hill Road,2,2,2017,NA,New Futura,Somerset MRT,River Valley,7.1,Condominium,7800,1098,NA,Freehold,124,59,13,17,"2, 3, 4, 5 BR",Partial,High,NA,NA,No
 D9 - Orchard / River Valley ,80 Mohamed Sultan Road,2,2,2006,City Developments Limited,The Pier @ Robertson,Clarke Quay MRT,NA,7.29,Apartment,8000,1098,NA,Freehold,201,61,21,23,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,5 Mount Emily Road,3,3,2008,City Developments Ltd,Parc Emily,Little India MRT,NA,6.32,Condominium,6800,1076,NA,Freehold,295,53,21,18,"Studio, 1, 2, 3, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,1,1,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.64,Condominium,7000,1055,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,147 Killiney Road,3,2,2013,Hoi Hup Realty Pte Ltd,Residences @ Killiney,Somerset MRT,River Valley,7.11,Condominium,7500,1055,NA,Freehold,68,57,13,15,"2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,73 Cavenagh Road,2,2,1975,NA,Cavenagh Gardens,Somerset MRT,Newton,4.02,Apartment,4200,1044,NA,Freehold,172,55,16,17,"2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,21 Kim Yam Road,2,3,2010,Hoi Hup Realty Pte Ltd,Waterford Residence,Somerset MRT,River Valley,6.7,Condominium,7000,1044,NA,999 Years,118,63,21,26,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,23 Kim Yam Road,2,3,2010,Hoi Hup Realty Pte Ltd,Waterford Residence,Somerset MRT,River Valley,6.7,Condominium,7000,1044,NA,999 Years,118,63,21,26,"1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,23 Kim Yam Road,2,3,2010,Hoi Hup Realty Pte Ltd,Waterford Residence,Somerset MRT,River Valley,6.7,Condominium,7000,1044,NA,999 Years,118,63,21,26,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,9 Cairnhill Road,2,3,2017,CH Residential Pte Ltd & CH Commercial Pte Ltd,Cairnhill Nine,Somerset MRT,Orchard,7.66,Condominium,8000,1044,NA,99 Years,268,49,13,15,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,23 Kim Yam Road,3,2,2010,Hoi Hup Realty Pte Ltd,Waterford Residence,Somerset MRT,River Valley,6.7,Condominium,7000,1044,NA,999 Years,118,63,21,26,"1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,83 Devonshire Road,2,2,2007,Mcl Land,The Metz,Somerset MRT,River Valley,7.33,Condominium,7500,1023,NA,Freehold,169,52,11,12,"Studio, 1, 2 BR",Fully,Mid,City view,NA,No
 D9 - Orchard / River Valley ,83 Devonshire Road,2,2,2007,Mcl Land,The Metz,Somerset MRT,River Valley,7.33,Condominium,7500,1023,NA,Freehold,169,52,11,12,"Studio, 1, 2 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,83 Devonshire Road,2,2,2007,Mcl Land,The Metz,Somerset MRT,River Valley,7.33,Condominium,7500,1023,NA,Freehold,169,52,11,12,"Studio, 1, 2 BR",Fully,Mid,City view,NA,No
 D9 - Orchard / River Valley ,99 Robertson Quay,2,2,2009,Riverwalk Promenade Pte Ltd (Capitaland Residential),Rivergate,NA,NA,7.53,Condominium,7700,1023,NA,Freehold,545,65,21,23,"2, 3, 4 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,10 Martin Place,2,3,2021,Guocoland / First Bedok Land Pte Ltd,Martin Modern,Somerset MRT,River Valley,9.77,Apartment,9888,1012,NA,99 Years,450,69,22,26,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,26 Paterson Road,2,2,1999,Sembawang Land Pte Ltd (Sembawang Industrial Pte Ltd),The Paterson Edge,Orchard MRT,River Valley,6.06,Apartment,6000,990,NA,Freehold,61,56,5,15,"2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,7 Anthony Road,2,2,2007,Golden Development Pte Ltd (Far East Oranisation),Orchard Scotts,Newton MRT,Newton,6.99,Condominium,6700,958,NA,99 Years,387,55,11,17,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 Scotts Road,2,2,2010,Wheelock Properties (S) Ltd,Scotts Square,Orchard MRT,Orchard,8.98,Apartment,8500,947,NA,Freehold,338,51,3,14,"Studio, 1, 2, 3, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,21 Leonie Hill,2,2,2006,Guoco Land Pte Ltd,Leonie Suites,Orchard MRT,River Valley,6.41,Condominium,6000,936,NA,99 Years,97,59,16,19,"1, 2 BR",Partial,High,City view,South West,No
 D9 - Orchard / River Valley ,15 Kim Yam Road,2,3,2000,Guan Qian Realty,Langston Ville,Somerset MRT,River Valley,4.81,Apartment,4500,936,NA,999 Years,54,60,16,17,"2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,1 Rodyk Street,2,2,2008,Hong Leong Holdings Ltd,Watermark Robertson Quay,Chinatown MRT,NA,6.68,Apartment,6200,928,NA,Freehold,206,65,25,23,"2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 Mount Sophia,1,1,2007,Frasers Centrepoint Homes,8 @ Mount Sophia,Dhoby Ghaut MRT,NA,6.01,Condominium,5500,915,NA,103 Years,313,48,12,12,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,68 Wilkie Road,1,3,1996,Gget Holding Pte Ltd,Le Wilkie,Dhoby Ghaut MRT,NA,4.96,Condominium,4500,908,NA,Freehold,41,57,15,15,3 BR,NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,7.74,Apartment,7000,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,7.74,Apartment,7000,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",Partial,High,City view,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,7.74,Condominium,7000,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",Partial,Low,NA,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,6.08,Apartment,5500,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,7.19,Condominium,6500,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",Partial,Mid,City view,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,7.19,Condominium,6500,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",Partial,Mid,City view,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,6.08,Condominium,5500,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",Partial,Low,City view,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,7.74,Condominium,7000,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,7.74,HDB Executive,7000,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",NA,NA,NA,NA,Yes
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,6.65,Condominium,6008,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",Partial,High,City view,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,7.19,Apartment,6500,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,35 Oxley Rise,2,2,2007,Wing Tai Asia,Visioncrest,Dhoby Ghaut MRT,NA,7.19,Apartment,6500,904,NA,Freehold,265,49,12,14,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,6.64,Condominium,6000,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",Partial,NA,NA,South,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,7.74,Condominium,7000,904,NA,Freehold,62,58,14,20,"1, 2, 3 BR",Partial,High,NA,NA,No
 D9 - Orchard / River Valley ,38 Handy Road,2,2,2014,Allgreen Properties,Suites At Orchard,Dhoby Ghaut MRT,NA,6.68,Condominium,5900,883,NA,99 Years,118,47,11,11,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,40 Cairnhill Road,2,2,2013,Sing Holdings (Cairnhill) Pte Ltd,The Laurels,Somerset MRT,Newton,8.27,Condominium,7300,883,NA,Freehold,229,51,14,16,"Studio, 1, 2, 3, 4 BR",Fully,High,Pool view,North East,No
 D9 - Orchard / River Valley ,145 Killiney Road,2,2,2014,Unique Development Pte. Ltd.,The Boutiq,Somerset MRT,River Valley,6.8,Condominium,6000,883,NA,Freehold,130,57,13,15,"1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,38 Handy Road,2,2,2014,Allgreen Properties,Suites At Orchard,Dhoby Ghaut MRT,NA,6.68,Condominium,5900,883,NA,99 Years,118,47,11,11,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,1,1,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.88,Condominium,6000,872,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,1,1,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.88,Condominium,6000,872,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,Mid,Pool view,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,1,1,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.88,Condominium,6000,872,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,Ground,NA,NA,No
 D9 - Orchard / River Valley ,38 Scotts Road,2,2,2016,Far East Success,The Scotts Tower,Newton MRT,Newton,7.45,Condominium,6500,872,NA,103 Years,231,57,11,18,"Studio, 1, 2, 3, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,1,1,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.88,Condominium,6000,872,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,1,1,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.88,Condominium,6000,872,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,39 Oxley Rise,1,1,2007,Wing Tai Asia,Visioncrest,Dhoby Ghaut MRT,NA,5.97,Apartment,5200,871,NA,Freehold,265,49,12,14,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,88 Mackenzie Road,2,2,2009,Galaxy Homes Pte Ltd,Mackenzie 88,Little India MRT,NA,4.83,Apartment,4200,870,NA,Freehold,55,53,17,17,"1, 2 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,1,1,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.97,Condominium,6000,861,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,1,1,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.97,Condominium,6000,861,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,Ground,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,1,1,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.97,Condominium,6000,861,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,130 Cairnhill Road,2,2,2003,Pyramid Hill Properties Pte Ltd,The Edge On Cairnhill,Newton MRT,Newton,11.63,Apartment,10000,860,NA,Freehold,46,57,13,19,"1, 2, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,10 Martin Place,2,2,2021,Guocoland / First Bedok Land Pte Ltd,Martin Modern,Somerset MRT,River Valley,9.29,Apartment,7900,850,NA,99 Years,450,69,22,26,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,38 Scotts Road,2,2,2016,Far East Success,The Scotts Tower,Newton MRT,Newton,8.57,Condominium,7200,840,NA,103 Years,231,57,11,18,"Studio, 1, 2, 3, 5 BR",Partial,High,NA,NA,No
 D9 - Orchard / River Valley ,88 Mackenzie Road,2,2,2009,Galaxy Homes Pte Ltd,Mackenzie 88,Little India MRT,NA,6.07,Apartment,5100,840,NA,Freehold,55,53,17,17,"1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,38 Scotts Road,2,2,2016,Far East Success,The Scotts Tower,Newton MRT,Newton,8.57,Condominium,7200,840,NA,103 Years,231,57,11,18,"Studio, 1, 2, 3, 5 BR",NA,High,NA,NA,No
 D9 - Orchard / River Valley ,38 Scotts Road,2,2,2016,Far East Success,The Scotts Tower,Newton MRT,Newton,8.57,Condominium,7200,840,NA,103 Years,231,57,11,18,"Studio, 1, 2, 3, 5 BR",Partial,NA,City view,NA,No
 D9 - Orchard / River Valley ,38 Scotts Road,2,2,2016,Far East Success,The Scotts Tower,Newton MRT,Newton,8.57,Condominium,7200,840,NA,103 Years,231,57,11,18,"Studio, 1, 2, 3, 5 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,6.63,Apartment,5500,829,NA,Freehold,62,58,14,20,"1, 2, 3 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,6.63,Condominium,5500,829,NA,Freehold,62,58,14,20,"1, 2, 3 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,6.63,Apartment,5500,829,NA,Freehold,62,58,14,20,"1, 2, 3 BR",Partial,High,NA,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,6.65,Condominium,5510,829,NA,Freehold,62,58,14,20,"1, 2, 3 BR",Partial,Mid,City view,South East,No
 D9 - Orchard / River Valley ,38 Handy Road,2,2,2014,Allgreen Properties,Suites At Orchard,Dhoby Ghaut MRT,NA,7.25,Condominium,6000,828,NA,99 Years,118,47,11,11,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,38 Handy Road,2,2,2014,Allgreen Properties,Suites At Orchard,Dhoby Ghaut MRT,NA,7.25,Condominium,6000,828,NA,99 Years,118,47,11,11,"1, 2, 3 BR",NA,Mid,NA,NA,No
 D9 - Orchard / River Valley ,145 Killiney Road,2,2,2014,Unique Development Pte. Ltd.,The Boutiq,Somerset MRT,River Valley,6.36,Condominium,5200,818,NA,Freehold,130,57,13,15,"1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,143 Killiney Road,2,2,2014,Unique Development Pte. Ltd.,The Boutiq,Somerset MRT,River Valley,6.36,Condominium,5200,818,NA,Freehold,130,57,13,15,"1, 2 BR",Fully,High,NA,NA,No
 D9 - Orchard / River Valley ,145 Killiney Road,2,2,2014,Unique Development Pte. Ltd.,The Boutiq,Somerset MRT,River Valley,7.33,Condominium,6000,818,NA,Freehold,130,57,13,15,"1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,176 Orchard Road,2,2,1983,NA,The Centrepoint,Somerset MRT,Orchard,5.62,Apartment,4500,800,NA,99 Years,66,50,10,12,"Studio, 1, 2 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,63 Cavenagh Road,2,2,2015,Sdb Asia Pte Ltd,Hijauan,Somerset MRT,Newton,6.62,Apartment,5200,786,NA,Freehold,41,51,14,15,2 BR,NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,100 Robertson Quay,2,1,2004,Mcl Land,Robertson 100,Chinatown MRT,NA,6.11,Apartment,4800,785,NA,Freehold,186,66,26,24,"1, 2, 3, 4, 5 BR",Fully,High,NA,NA,No
 D9 - Orchard / River Valley ,11 River Valley Close,1,2,2015,Meadows Property (S'pore) Pte Ltd,Starlight Suites,Somerset MRT,River Valley,5.94,Condominium,4600,775,NA,Freehold,105,70,21,28,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,176A Orchard Road,1,1,1983,NA,The Centrepoint,Somerset MRT,Orchard,6.27,Apartment,4700,750,NA,99 Years,66,50,10,12,"Studio, 1, 2 BR",NA,High,NA,NA,No
 D9 - Orchard / River Valley ,176A Orchard Road,1,1,1983,NA,The Centrepoint,Somerset MRT,Orchard,6.27,Condominium,4700,750,NA,99 Years,66,50,10,12,"Studio, 1, 2 BR",Fully,NA,City view,South East,No
 D9 - Orchard / River Valley ,176A Orchard Road,1,1,1983,NA,The Centrepoint,Somerset MRT,Orchard,6.27,Apartment,4700,750,NA,99 Years,66,50,10,12,"Studio, 1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,9 Cairnhill Road,1,2,2017,CH Residential Pte Ltd & CH Commercial Pte Ltd,Cairnhill Nine,Somerset MRT,Orchard,9.15,Condominium,6800,743,NA,99 Years,268,49,13,15,"Studio, 1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,176A Orchard Road,1,1,1983,NA,The Centrepoint,Somerset MRT,Orchard,6.33,Condominium,4700,743,NA,99 Years,66,50,10,12,"Studio, 1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,176A Orchard Road,1,1,1983,NA,The Centrepoint,Somerset MRT,Orchard,6.44,Apartment,4788,743,NA,99 Years,66,50,10,12,"Studio, 1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,9 Cairnhill Road,1,2,2017,CH Residential Pte Ltd & CH Commercial Pte Ltd,Cairnhill Nine,Somerset MRT,Orchard,8.75,Condominium,6500,743,NA,99 Years,268,49,13,15,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,9 Cairnhill Road,1,2,2017,CH Residential Pte Ltd & CH Commercial Pte Ltd,Cairnhill Nine,Somerset MRT,Orchard,9.29,Condominium,6800,732,NA,99 Years,268,49,13,15,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,38 Handy Road,1,2,2014,Allgreen Properties,Suites At Orchard,Dhoby Ghaut MRT,NA,7.51,Condominium,5500,732,NA,99 Years,118,47,11,11,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 Adis Road,1,2,2013,Oxley Ventures Pte Ltd,Parc Sophia,Dhoby Ghaut MRT,NA,6.57,Apartment,4800,731,NA,Freehold,152,50,13,13,"1, 2 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,131 Mackenzie Road,2,3,2015,Rl Central Pte Ltd,The Mkz,Little India MRT,Newton,6.16,Condominium,4500,731,NA,Freehold,42,54,18,18,"Studio, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 Adis Road,1,2,2013,Oxley Ventures Pte Ltd,Parc Sophia,Dhoby Ghaut MRT,NA,6.24,Apartment,4500,721,NA,Freehold,152,50,13,13,"1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,7 Mount Sophia,2,2,2018,NA,Sophia Hills,Dhoby Ghaut MRT,NA,7.14,Condominium,5000,700,NA,99 Years,493,49,12,12,"Studio, 1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,11 Mount Sophia,2,2,2018,NA,Sophia Hills,Dhoby Ghaut MRT,NA,7.43,Condominium,5200,700,NA,99 Years,493,49,12,12,"Studio, 1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,100 Robertson Quay,1,1,2004,Mcl Land,Robertson 100,Chinatown MRT,NA,6.64,Condominium,4500,678,NA,Freehold,186,66,26,24,"1, 2, 3, 4, 5 BR",Fully,High,NA,South East,No
 D9 - Orchard / River Valley ,8 Hullet Road,1,2,2021,Hullet Development Pte Ltd (Arc LH/ 2E Capital/ Mondyan),8 Hullet,Somerset MRT,Newton,10.34,Condominium,6900,667,NA,Freehold,44,50,12,13,"1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 Hullet Road,1,2,2021,Hullet Development Pte Ltd (Arc LH/ 2E Capital/ Mondyan),8 Hullet,Somerset MRT,Newton,10.12,Condominium,6750,667,NA,Freehold,44,50,12,13,"1, 2 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 Hullet Road,1,2,2021,Hullet Development Pte Ltd (Arc LH/ 2E Capital/ Mondyan),8 Hullet,Somerset MRT,Newton,9.75,Condominium,6500,667,NA,Freehold,44,50,12,13,"1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 Hullet Road,1,2,2021,Hullet Development Pte Ltd (Arc LH/ 2E Capital/ Mondyan),8 Hullet,Somerset MRT,Newton,9.75,Condominium,6500,667,NA,Freehold,44,50,12,13,"1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 Hullet Road,1,2,2021,Hullet Development Pte Ltd (Arc LH/ 2E Capital/ Mondyan),8 Hullet,Somerset MRT,Newton,11.42,Condominium,7500,657,NA,Freehold,44,50,12,13,"1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 Hullet Road,1,2,2021,Hullet Development Pte Ltd (Arc LH/ 2E Capital/ Mondyan),8 Hullet,Somerset MRT,Newton,12.18,Apartment,7999,657,NA,Freehold,44,50,12,13,"1, 2 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 Hullet Road,1,2,2021,Hullet Development Pte Ltd (Arc LH/ 2E Capital/ Mondyan),8 Hullet,Somerset MRT,Newton,10.49,Condominium,6880,656,NA,Freehold,44,50,12,13,"1, 2 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,5 Peck Hay Road,1,1,2009,Far East Organization,Vida,Newton MRT,Newton,6.62,Apartment,4300,650,NA,Freehold,137,57,14,19,"Studio, 1, 2 BR",NA,NA,NA,NA,No
