District.,Address.,Bathrooms.,Bedrooms.,Built.Year.,Developer.,Property.Name.,nearest_mrt_name,neighbourhood,PSF.,Property.Type.,Asking.,Area.Builtup,Area.Land,Tenure.,total_units,travel_time_changi,travel_time_orchard,travel_time_raffles,unit_types,Furnish.,Floor.Description,overlooking_view,facing,is_HDB
 D9 - Orchard / River Valley ,65 Lloyd Road,3,3,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.05,Condominium,22000,3638,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,4,3,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.05,Condominium,22000,3638,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,Penthouse,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,4,3,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.05,Condominium,22000,3638,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,45 Scotts Road,5,4,2009,Leonie Court Pte Ltd (Capitaland Residential),Scotts Highpark,Newton MRT,Newton,6.06,Condominium,21000,3466,NA,Freehold,73,53,10,15,"Studio, 2, 3, 4 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,45 Scotts Road,5,4,2009,Leonie Court Pte Ltd (Capitaland Residential),Scotts Highpark,Newton MRT,Newton,6.06,Condominium,21000,3466,NA,Freehold,73,53,10,15,"Studio, 2, 3, 4 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,325 River Valley Road,4,4,1986,Riverview Development Pte Ltd,Yong An Park,Somerset MRT,River Valley,5.24,Condominium,18000,3434,NA,Freehold,288,65,20,26,"2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,22 Saint Thomas Walk,NA,4,2010,Tg Development Pte Ltd,Skypark,Somerset MRT,River Valley,5.08,Condominium,17000,3347,NA,Freehold,29,58,14,16,"3, 4 BR",Partial,High,City view,NA,No
 D9 - Orchard / River Valley ,22 Saint Thomas Walk,4,4,2010,Tg Development Pte Ltd,Skypark,Somerset MRT,River Valley,6.87,Condominium,23000,3347,NA,Freehold,29,58,14,16,"3, 4 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,9 Leonie Hill,4,4,2011,"Buildhome Pte Ltd (Koh Brothers Development Pte Ltd, Heeton Holdings Ltd)",The Lumos,Orchard MRT,River Valley,7.57,Condominium,25000,3303,NA,Freehold,53,59,13,19,"1, 2, 3, 4, 5 BR",Unfurnished,High,NA,North East,No
 D9 - Orchard / River Valley ,23 Claymore Road,4,4,2010,Hong Leong Holdings Limited,The Tate Residences,Orchard MRT,Newton,6.5,Condominium,21000,3229,NA,Freehold,85,53,6,18,"3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,329 River Valley Road,5,4,1986,Riverview Development Pte Ltd,Yong An Park,Somerset MRT,River Valley,5.78,Condominium,18000,3112,NA,Freehold,288,65,20,26,"2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 Paterson Hill,5,4,2011,Sc Global,The Marq On Paterson Hill,Orchard MRT,River Valley,15.54,Condominium,48000,3089,NA,Freehold,66,61,15,19,"3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,12 Mount Elizabeth,4,5,1980,NA,Elizabeth Towers,Orchard MRT,Newton,4.78,Condominium,14000,2928,NA,Freehold,80,53,11,18,"Studio, 1, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,12 Mount Elizabeth,4,5,1980,NA,Elizabeth Towers,Orchard MRT,Newton,4.78,Condominium,14000,2928,NA,Freehold,80,53,11,18,"Studio, 1, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Cairnhill Road,4,4,2013,Hayden Properties Pte Ltd,"The Ritz-Carlton Residences Singapore, Cairnhill",Newton MRT,Newton,14.22,Condominium,40000,2813,NA,Freehold,58,59,11,20,"Studio, 3, 4, 5, 6, 7 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,261 River Valley Road,4,5,1998,Dbs Realty Pte Ltd,Aspen Heights,Somerset MRT,River Valley,4.82,Condominium,13500,2800,NA,999 Years,606,63,20,26,"Studio, 2, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,37 Scotts Road,4,3,2012,Sardinia Properties Pte Ltd,Reignwood Hamilton Scotts,Newton MRT,Newton,6.17,Apartment,17000,2756,NA,Freehold,56,55,10,17,"Studio, 3, 4, 5, 6, 8, 10 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,37 Scotts Road,3,3,2012,Sardinia Properties Pte Ltd,Reignwood Hamilton Scotts,Newton MRT,Newton,6.53,Apartment,18000,2756,NA,Freehold,56,55,10,17,"Studio, 3, 4, 5, 6, 8, 10 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,25 Claymore Road,2,3,1985,Tokyo Land Corporation Singapore Pte Ltd,The Claymore,Orchard MRT,Newton,5.6,Condominium,15000,2680,NA,Freehold,146,54,6,18,"3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,10A Mount Sophia,3,3,2007,Frasers Centrepoint Homes,8 @ Mount Sophia,Dhoby Ghaut MRT,NA,3.81,Condominium,10000,2626,NA,103 Years,313,48,12,12,"1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,21 Peck Hay Road,4,4,2011,Ph Properties Pte Ltd,Cityvista Residences,Newton MRT,Newton,6.09,Condominium,16000,2626,NA,Freehold,70,56,12,18,"3, 4 BR",Partial,High,NA,North West,No
 D9 - Orchard / River Valley ,Dublin Road,3,3,1987,NA,Dublin Lodge,Somerset MRT,River Valley,NA,Condominium,9800,2583,NA,Freehold,NA,51,12,13,"3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,Dublin Road,3,3,1987,NA,Dublin Lodge,Somerset MRT,River Valley,0.37,Condominium,10000,2583,27020,Freehold,NA,51,12,13,"3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,Dublin Road,3,3,1987,NA,Dublin Lodge,Somerset MRT,River Valley,3.87,Condominium,10000,2583,NA,Freehold,NA,51,12,13,"3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,9 Leonie Hill,3,3,2011,"Buildhome Pte Ltd (Koh Brothers Development Pte Ltd, Heeton Holdings Ltd)",The Lumos,Orchard MRT,River Valley,7.5,Condominium,18800,2507,NA,Freehold,53,59,13,19,"1, 2, 3, 4, 5 BR",Unfurnished,High,NA,South East,No
 D9 - Orchard / River Valley ,8 Mount Sophia,3,3,2007,Frasers Centrepoint Homes,8 @ Mount Sophia,Dhoby Ghaut MRT,NA,3.8,Condominium,9500,2499,NA,103 Years,313,48,12,12,"1, 2, 3, 4 BR",Fully,High,Greenery view,North East,No
 D9 - Orchard / River Valley ,238 Orchard Boulevard,4,4,2010,Orchard Turn Holding Pte Ltd (Capitaland Ltd & Sun Hung Kai Properties Ltd),The Orchard Residences,Orchard MRT,Orchard,11.36,Condominium,28000,2465,NA,99 Years,175,51,2,12,"1, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,9 Leonie Hill,5,5,2011,"Buildhome Pte Ltd (Koh Brothers Development Pte Ltd, Heeton Holdings Ltd)",The Lumos,Orchard MRT,River Valley,7.81,Apartment,19000,2432,NA,Freehold,53,59,13,19,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,7 Anthony Road,5,4,2007,Golden Development Pte Ltd (Far East Oranisation),Orchard Scotts,Newton MRT,Newton,5.28,Condominium,11650,2207,NA,99 Years,387,55,11,17,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,238 Orchard Boulevard,3,4,2010,Orchard Turn Holding Pte Ltd (Capitaland Ltd & Sun Hung Kai Properties Ltd),The Orchard Residences,Orchard MRT,Orchard,9.1,Condominium,19800,2175,NA,99 Years,175,51,2,12,"1, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,238 Orchard Boulevard,3,3,2010,Orchard Turn Holding Pte Ltd (Capitaland Ltd & Sun Hung Kai Properties Ltd),The Orchard Residences,Orchard MRT,Orchard,9.1,Condominium,19800,2175,NA,99 Years,175,51,2,12,"1, 3, 4 BR",Fully,High,NA,NA,No
 D9 - Orchard / River Valley ,238 Orchard Boulevard,3,4,2010,Orchard Turn Holding Pte Ltd (Capitaland Ltd & Sun Hung Kai Properties Ltd),The Orchard Residences,Orchard MRT,Orchard,11.5,Condominium,25000,2174,NA,99 Years,175,51,2,12,"1, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,32 Cairnhill Road,3,3,2014,Jubilee Realty Pte Ltd (Capitaland),Urban Resort Condominium,Somerset MRT,Newton,5.56,Condominium,11800,2121,NA,Freehold,64,51,14,15,"3, 4 BR",Fully,High,NA,North,No
 D9 - Orchard / River Valley ,65F Cavenagh Road,3,4,2014,Cavenagh Properties Pte Ltd,Waterscape At Cavenagh,Somerset MRT,Newton,4.76,Condominium,10000,2100,NA,Freehold,200,52,15,16,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,23 Angullia Park,3,4,2015,Far East Organization,Skyline @ Orchard Boulevard,Orchard MRT,River Valley,6.53,Condominium,13500,2067,NA,Freehold,40,55,5,15,"2, 3, 4, 5, 6 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,3 Rodyk Street,3,3,2008,Hong Leong Holdings Ltd,Watermark Robertson Quay,Chinatown MRT,NA,6.23,Condominium,12800,2056,NA,Freehold,206,65,25,23,"2, 3, 4 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,3,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,4.99,Condominium,10200,2045,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,14 Mount Elizabeth,4,3,1980,NA,Elizabeth Towers,Orchard MRT,Newton,5.39,Apartment,10800,2002,NA,Freehold,80,53,11,18,"Studio, 1, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,15 Cairnhill Circle,5,4,2011,Winnervest Investment Pte Ltd (Wing Tai),Helios Residences,Newton MRT,Newton,6.49,Apartment,13000,2002,NA,Freehold,140,54,14,24,"2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,145 Devonshire Road,3,3,1985,Goodland Pte Ltd,The Beaumont,Somerset MRT,River Valley,5.22,Condominium,10000,1916,NA,Freehold,64,52,11,14,"Studio, 1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,2 Martin Place,3,4,2011,Frasers Centrepoint Homes,Martin Place Residences,Somerset MRT,River Valley,6.34,Condominium,12000,1894,NA,Freehold,302,68,21,26,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.56,Condominium,10500,1889,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,61 Cairnhill Circle,2,2,2015,NA,The Peak @ Cairnhill II,Newton MRT,Newton,3.98,Apartment,7500,1884,NA,Freehold,62,58,14,20,"1, 2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65F Cavenagh Road,3,3,2014,Cavenagh Properties Pte Ltd,Waterscape At Cavenagh,Somerset MRT,Newton,4.7,Condominium,8800,1873,NA,Freehold,200,52,15,16,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.36,Condominium,9800,1830,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.23,Condominium,9580,1830,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,16 Leonie Hill Road,3,3,2017,NA,New Futura,Somerset MRT,River Valley,10.93,Condominium,20000,1830,NA,Freehold,124,59,13,17,"2, 3, 4, 5 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.36,Condominium,9800,1830,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,Mid,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.36,Condominium,9800,1830,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,Low,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.38,Condominium,9800,1820,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,151 Cavenagh Road,3,3,1971,NA,Cavenagh Court,Newton MRT,Newton,4.12,Apartment,7500,1819,NA,Freehold,68,58,19,25,3 BR,NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.39,Condominium,9800,1819,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.39,Condominium,9800,1819,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.42,Condominium,9800,1808,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.25,Condominium,9500,1808,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,NA,City view,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,3,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.42,Apartment,9800,1808,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,3,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.25,Condominium,9500,1808,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,NA,City view,NA,No
 D9 - Orchard / River Valley ,1 Jalan Rumbia,2,3,2006,Imperial Realty Limited (Capitaland),The Imperial,Dhoby Ghaut MRT,NA,4.98,Condominium,9000,1808,NA,Freehold,187,59,17,16,"2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,3,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.25,Condominium,9500,1808,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,NA,City view,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.42,Condominium,9800,1808,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,Mid,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.42,Condominium,9800,1808,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,NA,City view,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.42,Condominium,9800,1808,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,Mid,NA,NA,No
 D9 - Orchard / River Valley ,118 Kim Seng Road,3,3,2010,Lippo Land Corporation,The Trillium,Somerset MRT,NA,6.12,Condominium,11000,1798,NA,Freehold,237,62,17,24,"2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,55 Paterson Road,NA,3,2010,Bukit Sembawang Estates Ltd,Paterson Suites,Orchard MRT,River Valley,6.53,Condominium,11600,1776,NA,Freehold,102,57,7,16,"3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.52,Condominium,11500,1765,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.52,Condominium,11500,1765,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.52,Condominium,11500,1765,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.52,HDB Executive,11509,1765,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,Ground,NA,NA,Yes
 D9 - Orchard / River Valley ,68 Saint Thomas Walk,3,3,2013,Bukit Panjang Plaza Pte Ltd,Skyline 360 @ Saint Thomas Walk,Somerset MRT,River Valley,7.96,Condominium,13800,1733,NA,Freehold,61,58,14,15,"3, 4, 5 BR",Partial,High,City view,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,3,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.64,Condominium,11500,1732,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.76,Condominium,9800,1702,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.17,Condominium,10500,1701,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.17,Condominium,10500,1701,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,3,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.76,Condominium,9800,1701,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 Saint Thomas Walk,3,4,2018,Bukit Sembawang Estates Limited,8 St Thomas,Somerset MRT,River Valley,9.35,Condominium,15800,1690,NA,Freehold,230,59,15,16,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,5.8,Condominium,9800,1690,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,71 Paterson Road,3,4,2008,First Capital Realty Pte Ltd,Paterson Residence,Orchard MRT,River Valley,6.63,Condominium,11000,1658,NA,Freehold,110,59,15,18,"2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,310 River Valley Road,3,3,1993,Starlite Land Development Co Pte Ltd (Far East Organization),Ville Royale,Somerset MRT,River Valley,4.77,Apartment,7800,1636,NA,Freehold,43,59,15,16,"2, 3 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,3 Anthony Road,4,3,2007,Golden Development Pte Ltd (Far East Oranisation),Orchard Scotts,Newton MRT,Newton,5.22,Condominium,8500,1628,NA,99 Years,387,55,11,17,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,100 Clemenceau Avenue North,3,3,1971,The Industrial & Commerial Realty,Cavenagh House,Newton MRT,Newton,4.05,Apartment,6500,1604,NA,Freehold,46,59,16,21,"3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Lloyd Road,2,2,2017,Tg (2010) Pte Ltd,Lloyd Sixtyfive,Somerset MRT,River Valley,6.59,Condominium,10500,1593,NA,Freehold,76,56,12,14,"1, 2, 3, 4, 5 BR",Partial,High,City view,NA,No
 D9 - Orchard / River Valley ,207 River Valley Road,3,3,1997,United Engineering Ltd,UE Square,Clarke Quay MRT,NA,4.61,Apartment,7200,1561,NA,929 Years,345,59,19,22,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,73 Cavenagh Road,3,3,1975,NA,Cavenagh Gardens,Somerset MRT,Newton,4.19,Apartment,6500,1550,NA,Freehold,172,55,16,17,"2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,60 Robertson Quay,2,3,1998,Robertson Quay Development Pte Ltd,The Quayside,Chinatown MRT,NA,4.2,Condominium,6500,1549,NA,99 Years,79,63,23,21,"2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,205 River Valley Road,3,3,1997,United Engineering Ltd,UE Square,Clarke Quay MRT,NA,5.1,Condominium,7800,1528,NA,929 Years,345,59,19,22,"Studio, 1, 2, 3, 4 BR",Partial,High,City view,NA,No
 D9 - Orchard / River Valley ,205 River Valley Road,3,3,1997,United Engineering Ltd,UE Square,Clarke Quay MRT,NA,5.1,Condominium,7800,1528,NA,929 Years,345,59,19,22,"Studio, 1, 2, 3, 4 BR",Partial,High,City view,NA,No
 D9 - Orchard / River Valley ,93 Robertson Quay,2,3,2009,Riverwalk Promenade Pte Ltd (Capitaland Residential),Rivergate,NA,NA,7.96,Condominium,12000,1507,NA,Freehold,545,65,21,23,"2, 3, 4 BR",Partial,High,NA,NA,No
 D9 - Orchard / River Valley ,1 Kim Seng Walk,2,3,1995,Midpoint Properties Pte Ltd,Tiara,Somerset MRT,NA,5.64,Apartment,8500,1507,NA,Freehold,264,62,16,25,"Studio, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,138 Cairnhill Road,2,3,2010,Hoi Hup Realty Pte Ltd,Suites @ Cairnhill,Newton MRT,Newton,5.64,Condominium,8500,1507,NA,Freehold,48,56,11,17,"2, 3, 4 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,60 Robertson Quay,3,3,1998,Robertson Quay Development Pte Ltd,The Quayside,Chinatown MRT,NA,4.33,Apartment,6500,1500,NA,99 Years,79,63,23,21,"2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,60 Robertson Quay,3,3,1998,Robertson Quay Development Pte Ltd,The Quayside,Chinatown MRT,NA,4.33,Condominium,6500,1500,NA,99 Years,79,63,23,21,"2, 3, 4 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,57B Devonshire Road,NA,3,2009,Devonshire Development Pte Ltd,The Suites @ Central,Somerset MRT,River Valley,6.17,Condominium,8900,1443,NA,Freehold,157,56,12,13,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,8 River Valley Grove,3,3,2010,I.Contemporary Living Pte Ltd,Riveria Gardens,Somerset MRT,River Valley,6.28,Condominium,9000,1432,NA,Freehold,49,60,14,17,"2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,63 Paterson Road,3,3,2004,Ideal Homes Pte Ltd,The Paterson,Orchard MRT,River Valley,5.49,Condominium,7800,1421,NA,Freehold,88,58,16,17,"2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,12A Cairnhill Rise,3,3,2014,Bukit Sembawang View Pte Ltd,The Vermont On Cairnhill,Newton MRT,Newton,7.09,Condominium,10000,1410,NA,Freehold,158,57,13,19,"1, 2, 3, 4, 5, 6 BR",Partial,Low,NA,South,No
 D9 - Orchard / River Valley ,12A Cairnhill Rise,3,3,2014,Bukit Sembawang View Pte Ltd,The Vermont On Cairnhill,Newton MRT,Newton,7,Condominium,9866,1410,NA,Freehold,158,57,13,19,"1, 2, 3, 4, 5, 6 BR",Partial,NA,NA,NA,No
 D9 - Orchard / River Valley ,12 Cairnhill Rise,3,3,2014,Bukit Sembawang View Pte Ltd,The Vermont On Cairnhill,Newton MRT,Newton,7.09,Apartment,10000,1410,NA,Freehold,158,57,13,19,"1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,304 Orchard Road,4,4,1981,NA,Lucky Plaza,Orchard MRT,Orchard,5.71,Apartment,8000,1400,NA,Freehold,88,50,4,14,"2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,200 Kim Seng Road,2,3,2008,Wheelock Properties,The Cosmopolitan,Somerset MRT,NA,5.5,Condominium,7700,1400,NA,Freehold,228,62,17,24,"2, 3, 4 BR",Partial,High,NA,North East,No
 D9 - Orchard / River Valley ,5 Mount Emily Road,3,3,2008,City Developments Ltd,Parc Emily,Little India MRT,NA,5.58,Condominium,7800,1399,NA,Freehold,295,53,21,18,"Studio, 1, 2, 3, 5 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,20 Handy Road,3,2,2008,Handy Investments Pte Ltd,Nomu,Dhoby Ghaut MRT,NA,6.12,Apartment,8500,1389,NA,Freehold,50,48,11,10,"1, 2, 3 BR",Fully,NA,NA,NA,No
 D9 - Orchard / River Valley ,65 Cavenagh Road,3,3,2014,Cavenagh Properties Pte Ltd,Waterscape At Cavenagh,Somerset MRT,Newton,5.71,Apartment,7500,1313,NA,Freehold,200,52,15,16,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D9 - Orchard / River Valley ,1 Kim Seng Walk,3,3,1995,Midpoint Properties Pte Ltd,Tiara,Somerset MRT,NA,7.03,Apartment,9000,1281,NA,Freehold,264,62,16,25,"Studio, 2, 3, 4 BR",NA,NA,NA,NA,No
